LSOA code,Predicted_Hotspot_Probability
E01002061,0.28622368
E01003099,0.28488424
E01002535,0.27855006
E01002815,0.27762398
E01001548,0.27466723
E01003426,0.2707258
E01000225,0.27064532
E01004035,0.26817587
E01002081,0.2663855
E01004229,0.26437485
E01003046,0.26354772
E01001425,0.26096728
E01034230,0.25828043
E01002123,0.25781378
E01002949,0.2574038
E01001793,0.2526262
E01004706,0.24826047
E01001505,0.2477974
E01000153,0.24750577
E01003576,0.2453757
E01004257,0.24433321
E01001203,0.24400355
E01002449,0.24158686
E01033870,0.23953457
E01003943,0.23636577
E01000908,0.2307305
E01034469,0.23037383
E01004303,0.23017266
E01003432,0.22900078
E01000323,0.22611022
E01004642,0.22274508
E01000546,0.22218764
E01034046,0.2221854
E01004669,0.21993016
E01001245,0.2192213
E01033598,0.21690047
E01000806,0.21417567
E01034221,0.20971093
E01002853,0.20947148
E01004608,0.20775582
E01034389,0.20731282
E01003923,0.20436317
E01003806,0.20371911
E01001911,0.19990128
E01035484,0.19892517
E01033937,0.19819224
E01002071,0.19650973
E01003164,0.19643526
E01000527,0.19599843
E01001785,0.19599701
E01002584,0.19472161
E01003579,0.1945351
E01001740,0.19422978
E01001982,0.19396348
E01000528,0.19302934
E01001050,0.19183071
E01001322,0.19033054
E01001477,0.18783209
E01002689,0.18771937
E01004457,0.18759961
E01004550,0.18723285
E01002817,0.18576862
E01000594,0.18532307
E01001432,0.18432476
E01000805,0.18301639
E01033341,0.18221383
E01001442,0.1809851
E01003310,0.17978589
E01001893,0.1793132
E01003191,0.17687646
E01001765,0.1767256
E01003077,0.17671692
E01004622,0.17606372
E01000703,0.17492388
E01000966,0.17324647
E01003165,0.17237128
E01004408,0.17086864
E01004718,0.16838546
E01001940,0.16807993
E01004670,0.16802208
E01000937,0.167915
E01035658,0.16687818
E01033456,0.16684835
E01001225,0.16609326
E01003779,0.1660179
E01002810,0.1658649
E01000322,0.16540016
E01004013,0.1639864
E01000727,0.16318828
E01001719,0.1620731
E01000884,0.16088305
E01001716,0.15943561
E01001819,0.15898846
E01003080,0.1589275
E01033943,0.15760805
E01002612,0.15668185
E01004566,0.15593141
E01002514,0.15466836
E01000195,0.15389243
E01033871,0.1528348
E01004627,0.15267818
E01033084,0.15232404
E01000554,0.15222009
E01001987,0.1522037
E01003079,0.15143016
E01000038,0.15112342
E01000263,0.1507628
E01002723,0.15032248
E01003536,0.15012355
E01004481,0.14954248
E01000205,0.14940883
E01001263,0.14938964
E01003115,0.14930166
E01002753,0.1490438
E01004184,0.14845625
E01000927,0.1476467
E01003182,0.14707603
E01001715,0.14690098
E01003637,0.14467345
E01002476,0.14355928
E01002507,0.1434554
E01003022,0.14327726
E01004746,0.14321974
E01002277,0.14263828
E01003259,0.14208834
E01003926,0.14207087
E01001828,0.14199874
E01003671,0.14187273
E01004551,0.14176705
E01002036,0.1417296
E01004226,0.14125624
E01001023,0.14117059
E01001511,0.13908364
E01035663,0.13868646
E01034156,0.13861035
E01033917,0.13829711
E01032770,0.13778265
E01004631,0.13700372
E01032788,0.13609831
E01001591,0.13609345
E01004614,0.13540417
E01000108,0.13539909
E01003221,0.1348527
E01001791,0.13474299
E01000238,0.13445228
E01001402,0.13387565
E01002610,0.1333907
E01001928,0.13314548
E01000087,0.1329201
E01002470,0.13269566
E01000641,0.13231353
E01004043,0.13151455
E01003216,0.13138603
E01003312,0.13128465
E01003307,0.13119364
E01000877,0.13090698
E01000639,0.13036473
E01001830,0.12986797
E01002687,0.12946884
E01000236,0.1294199
E01000531,0.12929215
E01000942,0.12911157
E01000057,0.12888318
E01001651,0.12873557
E01001523,0.12859659
E01004493,0.12795918
E01000184,0.12691656
E01003789,0.12664944
E01000983,0.12657948
E01001631,0.12646553
E01001992,0.12635854
E01034154,0.12621516
E01001399,0.12595813
E01001363,0.12534289
E01001448,0.124342665
E01002981,0.12386988
E01000559,0.123393714
E01003469,0.12288198
E01001110,0.12283597
E01004678,0.12240733
E01000909,0.1223712
E01003635,0.12156769
E01035684,0.12148149
E01002781,0.120996386
E01003841,0.12038213
E01004501,0.120326
E01004361,0.11968015
E01000036,0.119415335
E01033150,0.11894225
E01032638,0.11814259
E01000504,0.118124664
E01002265,0.11744635
E01001919,0.11716396
E01035693,0.11708241
E01001799,0.11496977
E01003564,0.11395271
E01000431,0.11372463
E01000113,0.1131378
E01002017,0.11199634
E01004335,0.111949116
E01003050,0.111060545
E01004241,0.10986345
E01001377,0.10816641
E01003374,0.10814139
E01004677,0.10767024
E01000547,0.10734873
E01003348,0.10725211
E01000164,0.10700369
E01000634,0.10693976
E01001837,0.10683559
E01001904,0.10649652
E01003607,0.10649516
E01003172,0.10641164
E01004365,0.10571214
E01004071,0.10488155
E01002057,0.10487639
E01004612,0.10363305
E01001749,0.10356304
E01001739,0.103204235
E01001342,0.102683514
E01002881,0.10228441
E01033874,0.10200388
E01001593,0.10182749
E01000468,0.10176712
E01000592,0.10130242
E01003258,0.10122326
E01000886,0.10103135
E01004396,0.10100204
E01034193,0.10092627
E01004686,0.10074016
E01004596,0.100662276
E01001945,0.100408435
E01003546,0.10033119
E01003586,0.100028664
E01001600,0.09998013
E01001423,0.09971934
E01000399,0.09948878
E01004308,0.09925813
E01002846,0.09908737
E01002314,0.098252885
E01000876,0.09798482
E01004199,0.09776734
E01002874,0.09736588
E01004624,0.096694864
E01001235,0.09644546
E01032562,0.096381836
E01004076,0.096152954
E01000324,0.096044675
E01002854,0.096041985
E01000737,0.09603461
E01001242,0.095557444
E01004418,0.09545397
E01001491,0.09542554
E01000217,0.09484842
E01035644,0.09472126
E01032513,0.09456442
E01002891,0.094422214
E01000549,0.093625836
E01004116,0.093606465
E01001115,0.09330506
E01000282,0.09298644
E01000623,0.092692085
E01001856,0.092467405
E01003293,0.0924084
E01004350,0.09173465
E01002007,0.09159423
E01002661,0.091552496
E01002563,0.09122945
E01033597,0.09119414
E01003285,0.09093191
E01001853,0.09078066
E01003847,0.09048061
E01002232,0.09045173
E01000924,0.09008103
E01004064,0.08994689
E01000269,0.08983967
E01004381,0.089660704
E01002872,0.089357615
E01003056,0.088552445
E01003808,0.08824965
E01003911,0.08817005
E01000926,0.08809059
E01004056,0.08778589
E01000202,0.08773312
E01000538,0.087371655
E01002768,0.0873414
E01001590,0.086525306
E01002900,0.08583172
E01000506,0.085760444
E01004345,0.08574752
E01002225,0.08523201
E01003597,0.085082635
E01000875,0.08503475
E01002280,0.08496564
E01002792,0.08436757
E01003463,0.0841261
E01001985,0.08306327
E01002028,0.08244137
E01004650,0.082404315
E01000065,0.082106866
E01003197,0.08196985
E01002553,0.0817648
E01003116,0.08140014
E01002276,0.08124756
E01003345,0.08091275
E01002804,0.080538005
E01032781,0.080446556
E01002228,0.08034834
E01002899,0.07990745
E01000103,0.07980792
E01033862,0.07970848
E01000867,0.0796712
E01001665,0.07951899
E01000959,0.079347566
E01003063,0.07928724
E01033922,0.079217926
E01003704,0.07915727
E01003638,0.07907245
E01001486,0.07900371
E01001452,0.07869818
E01004366,0.07836834
E01001978,0.078355625
E01004378,0.07800438
E01004441,0.07710005
E01002572,0.07709155
E01032834,0.07702388
E01000498,0.076679006
E01003946,0.076573744
E01003711,0.07641519
E01000284,0.076411806
E01001223,0.07637174
E01003145,0.076330036
E01033463,0.07591921
E01003427,0.07583018
E01002908,0.07573394
E01002262,0.075548
E01002529,0.07548302
E01001764,0.07488908
E01003743,0.07472466
E01000232,0.07444726
E01034038,0.074398614
E01004477,0.073880315
E01003101,0.073790774
E01003245,0.07347911
E01000224,0.07308588
E01000842,0.07308467
E01003141,0.07297955
E01000788,0.07268731
E01004198,0.07251289
E01032790,0.07228072
E01001030,0.072000004
E01002201,0.071847975
E01001422,0.07179662
E01000106,0.07167406
E01001580,0.07162235
E01001006,0.070742756
E01000599,0.07067227
E01003829,0.070447244
E01004110,0.07038995
E01000313,0.07029981
E01002032,0.0702455
E01003948,0.07018942
E01001889,0.070181884
E01003273,0.069986165
E01003848,0.06989944
E01000178,0.06986522
E01003224,0.06968015
E01001179,0.06962236
E01001496,0.06951199
E01033735,0.0689842
E01034612,0.06881581
E01002892,0.0688139
E01001542,0.06871094
E01002559,0.06861795
E01033592,0.06849455
E01001408,0.068475224
E01001413,0.068366036
E01002775,0.06810113
E01004462,0.06767053
E01001712,0.067545824
E01001988,0.06745515
E01001313,0.06738719
E01003949,0.06735049
E01002885,0.06729843
E01004248,0.066829644
E01002329,0.066636935
E01004553,0.06600257
E01001353,0.06598099
E01033486,0.065883145
E01002045,0.06586653
E01004006,0.06564261
E01003034,0.06544797
E01001557,0.0651382
E01003705,0.065012194
E01001047,0.06420635
E01002043,0.06401421
E01000704,0.063775115
E01001271,0.06349427
E01003333,0.06346575
E01033732,0.06343951
E01001454,0.06327963
E01004255,0.06272555
E01000197,0.06221284
E01000135,0.061557595
E01002198,0.061524913
E01002580,0.061129153
E01002585,0.060750023
E01001659,0.060384847
E01000290,0.06001113
E01000896,0.059898242
E01001403,0.05978835
E01002567,0.05950961
E01001276,0.059154548
E01002759,0.058947902
E01002622,0.058905628
E01000575,0.058417838
E01000303,0.058059987
E01000481,0.057919897
E01002751,0.057873912
E01003870,0.057720277
E01000915,0.05771093
E01034607,0.05755826
E01004029,0.057487972
E01004464,0.057381883
E01002503,0.05727008
E01001210,0.05694132
E01002006,0.05687101
E01002718,0.056796502
E01000281,0.05678326
E01000483,0.056757648
E01001171,0.056703698
E01004236,0.05667301
E01003955,0.05651881
E01000595,0.05635483
E01001346,0.056232654
E01000156,0.056178935
E01001125,0.056113996
E01001883,0.056110952
E01000512,0.055970125
E01002591,0.0559173
E01003787,0.05521094
E01034600,0.05515115
E01001172,0.05511266
E01003084,0.054870006
E01001674,0.054418627
E01002419,0.05388875
E01033208,0.053805627
E01003328,0.05369867
E01001122,0.05363515
E01002776,0.053359512
E01002150,0.053158358
E01003170,0.053137273
E01001832,0.052666552
E01002085,0.052654218
E01002722,0.052034203
E01000705,0.052017372
E01001801,0.051987097
E01035493,0.051962487
E01004489,0.051927205
E01004549,0.051861383
E01000318,0.05175607
E01002223,0.051601365
E01000955,0.05145902
E01000907,0.05122796
E01000041,0.050794575
E01000231,0.050757363
E01003538,0.050708704
E01001843,0.05009952
E01003565,0.04999024
E01000022,0.04967612
E01004342,0.049484715
E01004523,0.049248897
E01001305,0.04924289
E01003646,0.04903549
E01001387,0.049021583
E01001257,0.049008757
E01004626,0.048881616
E01002587,0.048737157
E01003760,0.04866985
E01001440,0.048499834
E01000336,0.048037373
E01003868,0.04792983
E01003686,0.047683023
E01000261,0.04759437
E01004295,0.047591448
E01001285,0.047518685
E01003444,0.047280032
E01003140,0.047239378
E01004726,0.047215566
E01002140,0.047127627
E01002650,0.047042035
E01001850,0.047018807
E01000408,0.04682611
E01000515,0.046820205
E01002186,0.046686966
E01033133,0.046683133
E01003100,0.046623785
E01003920,0.046527684
E01001887,0.046343926
E01000123,0.046255454
E01004373,0.04619559
E01034598,0.045896698
E01001419,0.045751203
E01001207,0.04568988
E01003821,0.04563328
E01000255,0.045493513
E01000929,0.04547486
E01003351,0.04522569
E01034225,0.045222078
E01000765,0.045216322
E01003130,0.045089222
E01001925,0.045080937
E01002769,0.04504029
E01003818,0.044924114
E01001433,0.04468043
E01001678,0.044631887
E01001283,0.044616964
E01000159,0.044079058
E01003211,0.043887075
E01004504,0.043841362
E01002911,0.043830816
E01002552,0.043443155
E01004041,0.043398023
E01032570,0.04334109
E01002780,0.043274086
E01004440,0.042733684
E01003311,0.042411875
E01000889,0.042091947
E01004594,0.042026725
E01001355,0.041885637
E01000072,0.041756485
E01003325,0.041754693
E01001784,0.041628487
E01002094,0.041601397
E01001951,0.04153988
E01003750,0.041505806
E01004274,0.041066892
E01001789,0.04090694
E01001232,0.040399224
E01004425,0.040217813
E01004201,0.040192712
E01003798,0.039857272
E01002727,0.039846446
E01003457,0.039715067
E01034036,0.039505463
E01000258,0.039447054
E01033727,0.039373558
E01004502,0.03932153
E01001915,0.03923092
E01001900,0.03922904
E01000206,0.039098013
E01002473,0.038989782
E01003309,0.03896884
E01003282,0.03886585
E01000777,0.038822483
E01034483,0.038679067
E01002676,0.03864735
E01003108,0.03863864
E01003802,0.03855152
E01002717,0.038530715
E01000890,0.0384822
E01002053,0.038164068
E01000791,0.038131025
E01032744,0.038113985
E01002091,0.037984774
E01003849,0.0377831
E01001545,0.037646703
E01003404,0.037636682
E01034604,0.03755337
E01001400,0.037488528
E01002599,0.037465572
E01001233,0.037363898
E01003329,0.036926605
E01035674,0.036896788
E01032768,0.03689672
E01004473,0.03679323
E01002721,0.036691345
E01001168,0.03640724
E01001152,0.03636322
E01002889,0.03635019
E01000698,0.036349572
E01000102,0.036142483
E01034151,0.03594229
E01004391,0.035898045
E01002432,0.035896104
E01002667,0.035848618
E01001827,0.03582672
E01003889,0.03575067
E01000060,0.03570274
E01002364,0.03553375
E01001573,0.0354918
E01002960,0.035413474
E01001483,0.035334095
E01000633,0.035284605
E01004696,0.035263035
E01001230,0.03520789
E01000053,0.035130266
E01001389,0.03512704
E01003060,0.035094764
E01034145,0.034903012
E01003187,0.034892004
E01004632,0.034884643
E01002496,0.034869067
E01002863,0.034822974
E01004287,0.034730222
E01004467,0.034727905
E01001475,0.03464625
E01004011,0.034641333
E01002218,0.034419723
E01002555,0.034299262
E01001308,0.034259144
E01003656,0.034208413
E01003128,0.033998635
E01000218,0.0339265
E01001209,0.03386843
E01001435,0.033861082
E01001401,0.033765774
E01001405,0.03372499
E01000470,0.03372138
E01001870,0.033718366
E01001862,0.033363726
E01002183,0.03322249
E01032765,0.03313472
E01001091,0.03304794
E01000369,0.032976694
E01003524,0.032930925
E01000892,0.03292773
E01001914,0.03279381
E01002086,0.032785747
E01004475,0.03265377
E01004053,0.032648902
E01000021,0.032491125
E01001334,0.03243981
E01004060,0.032433614
E01003232,0.032347437
E01001531,0.03226736
E01035498,0.032001365
E01003156,0.03194846
E01000312,0.031947035
E01002509,0.031757463
E01001155,0.031547062
E01002033,0.031336877
E01003466,0.031305764
E01004621,0.031173967
E01001835,0.03113092
E01002691,0.031095948
E01003244,0.030988816
E01004192,0.030931063
E01004524,0.030692238
E01004276,0.030687388
E01002244,0.030561356
E01001847,0.030486695
E01001192,0.03042366
E01004619,0.030358396
E01004625,0.030296559
E01004283,0.030251112
E01004297,0.0302384
E01001229,0.03016169
E01000367,0.030137882
E01001197,0.030083993
E01001560,0.02996256
E01002700,0.029898321
E01000396,0.029796466
E01000051,0.029757138
E01002649,0.029694702
E01000298,0.029606557
E01002796,0.029564178
E01004275,0.029560868
E01002730,0.02951432
E01002800,0.029505908
E01003260,0.029468728
E01002613,0.029461903
E01004543,0.029292332
E01001642,0.029291982
E01003185,0.029099144
E01000381,0.028935444
E01001718,0.028921852
E01032786,0.028885102
E01004427,0.028730916
E01001553,0.028513182
E01000275,0.028425306
E01004732,0.028418511
E01002575,0.028369648
E01003136,0.028354017
E01002660,0.028310271
E01003914,0.028303312
E01003882,0.028179249
E01003915,0.028044136
E01001244,0.02794243
E01001411,0.027867485
E01003858,0.027763015
E01002841,0.027644033
E01000266,0.027540008
E01001841,0.027434833
E01004002,0.027303487
E01002341,0.02728996
E01004003,0.027232775
E01003104,0.027188541
E01002586,0.027164273
E01003570,0.027144104
E01001391,0.027074534
E01003483,0.02696998
E01003543,0.026929678
E01035643,0.026899744
E01035489,0.026897142
E01004233,0.026841385
E01001215,0.026835434
E01032572,0.026562268
E01002137,0.026366424
E01004398,0.026360426
E01002337,0.026102923
E01004432,0.026007583
E01003797,0.025857054
E01004690,0.025692936
E01002245,0.025684325
E01002105,0.02564631
E01004010,0.025400104
E01003257,0.025156608
E01003809,0.025129242
E01001512,0.025108177
E01000732,0.025043456
E01001991,0.025017941
E01001720,0.024999425
E01000174,0.024935976
E01000375,0.024907146
E01001997,0.024904216
E01002679,0.024681998
E01003025,0.024680002
E01002590,0.02461164
E01002142,0.024392212
E01000518,0.024313437
E01002640,0.024223486
E01003382,0.024181183
E01003517,0.024121605
E01000738,0.024085676
E01003838,0.02397284
E01004296,0.023738239
E01003678,0.023550313
E01004292,0.023308657
E01000873,0.023264462
E01003059,0.02324375
E01003873,0.023113783
E01002870,0.02305174
E01032639,0.0228952
E01003990,0.022689624
E01033945,0.02258136
E01002670,0.022553816
E01000127,0.02255349
E01004547,0.022536457
E01003072,0.02245026
E01003763,0.02240483
E01001033,0.022369092
E01000847,0.022273963
E01001619,0.022030938
E01002777,0.021986179
E01002388,0.021926887
E01004435,0.021874746
E01003822,0.021808712
E01002569,0.021807918
E01001253,0.021728128
E01002798,0.021722453
E01002338,0.021698542
E01003552,0.021684954
E01004559,0.02161252
E01003755,0.021532902
E01002378,0.021282773
E01000098,0.021217648
E01003088,0.02102266
E01003054,0.020958683
E01003662,0.020904243
E01001921,0.02087649
E01003842,0.020779315
E01001549,0.020697553
E01001584,0.020634137
E01003631,0.020621195
E01000596,0.020520063
E01000311,0.020407988
E01004471,0.020263668
E01000267,0.02022292
E01000493,0.020213174
E01002190,0.020200443
E01000617,0.020161454
E01001805,0.020111687
E01004453,0.019999843
E01003436,0.019998932
E01000696,0.019938234
E01003880,0.019928565
E01000905,0.019844798
E01002785,0.019582788
E01000692,0.019571837
E01001316,0.019509364
E01000741,0.019416424
E01001460,0.01935865
E01001472,0.019314678
E01001060,0.019194717
E01003119,0.019187884
E01001788,0.019167094
E01003673,0.019055312
E01003133,0.019043762
E01003877,0.019002603
E01000078,0.018994784
E01001462,0.018962746
E01002961,0.018959554
E01003094,0.018955167
E01003231,0.018952623
E01035690,0.018881543
E01001550,0.018810956
E01000278,0.018804312
E01003110,0.018796599
E01003574,0.018757168
E01034205,0.018711772
E01003198,0.018662423
E01000288,0.018584888
E01000585,0.018545488
E01003716,0.018444853
E01003019,0.018419683
E01003247,0.018418843
E01000086,0.018406658
E01003535,0.018379692
E01004753,0.018340508
E01002773,0.01830655
E01000213,0.018279906
E01004070,0.018159397
E01004616,0.018150225
E01001129,0.018037975
E01002389,0.017932648
E01004454,0.017926997
E01000879,0.017911464
E01000207,0.01788651
E01001105,0.017873649
E01001494,0.017766165
E01004126,0.017755633
E01000677,0.017739099
E01033746,0.017659271
E01004125,0.017547973
E01000887,0.017530158
E01002962,0.017448861
E01002938,0.017356794
E01000761,0.017331421
E01003203,0.017235903
E01003356,0.017097108
E01001200,0.017094681
E01003766,0.017055986
E01001075,0.016883755
E01003144,0.016879546
E01003305,0.016842924
E01002737,0.016837224
E01000833,0.016825987
E01001199,0.016809745
E01001176,0.016805332
E01002295,0.016756916
E01001882,0.016755274
E01001473,0.01665426
E01035495,0.01658918
E01002674,0.01657875
E01001236,0.016575057
E01002396,0.016508307
E01001169,0.01646202
E01004582,0.016299564
E01003300,0.016252086
E01002556,0.016199771
E01001065,0.01613129
E01004384,0.016125252
E01034040,0.016074108
E01002112,0.016051108
E01001930,0.016003469
E01033320,0.015923068
E01003698,0.015922043
E01001143,0.015916815
E01003358,0.015878337
E01003998,0.015870307
E01001551,0.015773505
E01001896,0.0155813135
E01004469,0.015449671
E01003591,0.015382196
E01004541,0.015335698
E01000240,0.015269271
E01004323,0.015268331
E01002923,0.015170544
E01004129,0.015061653
E01000671,0.014961168
E01002823,0.014956735
E01001861,0.014878046
E01003805,0.014850061
E01000516,0.01470836
E01001016,0.014668396
E01035662,0.014644968
E01000304,0.014555353
E01000453,0.01452877
E01004393,0.014495097
E01003353,0.014429058
E01001321,0.014391355
E01001294,0.01437276
E01002992,0.014368905
E01001687,0.01436511
E01003577,0.014353657
E01003138,0.014231172
E01001499,0.014166858
E01003791,0.014057836
E01003067,0.014054367
E01034216,0.014029776
E01004498,0.013924269
E01002824,0.013802658
E01001975,0.0137912985
E01034603,0.013738831
E01002493,0.013693045
E01003461,0.013646627
E01000401,0.013625488
E01001556,0.013602128
E01003462,0.013548123
E01004355,0.013547262
E01033151,0.013546823
E01000037,0.013541598
E01004405,0.013368412
E01001895,0.013339694
E01002616,0.013265783
E01004364,0.013201069
E01002901,0.013096287
E01001461,0.013082667
E01035707,0.013041593
E01001291,0.012918582
E01000188,0.012884333
E01000480,0.012790899
E01002601,0.012762768
E01002483,0.012723648
E01002193,0.012648325
E01003106,0.012623945
E01004595,0.012608109
E01000717,0.012544147
E01004589,0.012534581
E01003263,0.01249067
E01001544,0.012453466
E01003030,0.012396639
E01004036,0.012387646
E01002187,0.012379324
E01001688,0.012308454
E01000479,0.0122408895
E01000517,0.012229162
E01001046,0.012176931
E01002974,0.012158247
E01002318,0.012123493
E01002486,0.0120979175
E01001386,0.012075211
E01002381,0.011959965
E01000382,0.011946854
E01002862,0.011905437
E01002680,0.011803544
E01000532,0.0117828725
E01004092,0.011747014
E01003917,0.011623102
E01001846,0.011484437
E01001993,0.011469337
E01003669,0.0113905985
E01032789,0.011347257
E01000126,0.011315514
E01000818,0.011256028
E01002450,0.01125198
E01002124,0.011220835
E01001869,0.011171197
E01002964,0.011146872
E01001574,0.011075466
E01002330,0.011038711
E01004640,0.011016843
E01003963,0.010957722
E01000785,0.010946647
E01002547,0.010924676
E01000578,0.010899782
E01034139,0.01087256
E01003276,0.010869058
E01002131,0.01086648
E01002477,0.01084938
E01000276,0.010827919
E01004417,0.010803023
E01003407,0.010759923
E01004602,0.010659377
E01002875,0.010631931
E01001571,0.010575053
E01003315,0.01056024
E01002980,0.01053165
E01034037,0.010512978
E01003464,0.010493254
E01033571,0.010445476
E01033786,0.010414883
E01003602,0.010401926
E01000894,0.010400066
E01003379,0.010361813
E01004468,0.010340452
E01003902,0.010286946
E01000739,0.0102851745
E01001570,0.01027777
E01035722,0.01021613
E01002631,0.010130551
E01000591,0.010039133
E01000374,0.010029509
E01004450,0.009852982
E01002296,0.009788746
E01004514,0.009713801
E01002160,0.009651471
E01004312,0.009560438
E01003666,0.00955157
E01002743,0.009479779
E01001677,0.009476345
E01033082,0.009460111
E01033941,0.009343802
E01002502,0.009294343
E01001926,0.009261247
E01004374,0.009252457
E01004605,0.009166417
E01004554,0.009156977
E01002925,0.0091171255
E01002433,0.009113628
E01003833,0.009087991
E01001251,0.009040339
E01000747,0.009011346
E01004243,0.008936037
E01003812,0.008850717
E01004567,0.008808781
E01002525,0.008795319
E01004716,0.008788492
E01002283,0.008776711
E01002614,0.008752109
E01000097,0.008743165
E01002531,0.008720865
E01003950,0.008678296
E01001546,0.008674838
E01034577,0.0086510535
E01002609,0.008643643
E01003924,0.008630487
E01001554,0.008620836
E01001962,0.00860041
E01002621,0.0085885385
E01003027,0.008581914
E01001398,0.008576833
E01032577,0.008563216
E01000603,0.008540987
E01004001,0.008502057
E01002955,0.008496283
E01000978,0.0084869405
E01001873,0.008475316
E01004175,0.008448283
E01002858,0.008388807
E01033744,0.008351848
E01003865,0.008348579
E01000669,0.008345614
E01002739,0.008303841
E01034143,0.008288627
E01001961,0.008283235
E01001213,0.008273234
E01000177,0.008272372
E01001306,0.008239604
E01003644,0.008220948
E01003485,0.008198286
E01000668,0.008168926
E01003091,0.008162142
E01001588,0.0081598945
E01003580,0.007807743
E01004439,0.0077748066
E01004289,0.0077320803
E01003984,0.007689692
E01001783,0.0076182755
E01033933,0.007597488
E01001910,0.007567892
E01004613,0.007556948
E01001816,0.0075487313
E01002849,0.0075335526
E01001781,0.0074209017
E01002059,0.0073842914
E01002290,0.007381629
E01000786,0.007342295
E01002929,0.0073272344
E01035689,0.007321711
E01001187,0.007257131
E01000088,0.0072527565
E01004375,0.0072484864
E01001376,0.00721931
E01004021,0.007182684
E01002913,0.007132027
E01003513,0.007129178
E01033739,0.007071421
E01002845,0.0070646275
E01003024,0.00705258
E01001683,0.0070510735
E01002270,0.006982233
E01002315,0.006963693
E01000198,0.006957803
E01003153,0.006944407
E01003033,0.006920479
E01002284,0.006920459
E01002054,0.006905931
E01002953,0.0068431487
E01003721,0.006841632
E01002172,0.006834346
E01002078,0.006752127
E01000630,0.0067256135
E01033741,0.0066955113
E01002144,0.0066867513
E01004570,0.0066482476
E01003162,0.006618383
E01001272,0.0066120625
E01003350,0.0065819537
E01003097,0.006578824
E01000680,0.0065714545
E01000476,0.006568439
E01000484,0.0065153013
E01003843,0.0065129832
E01004155,0.006512283
E01001464,0.0064806114
E01002602,0.006436334
E01001537,0.006415343
E01001803,0.0062966356
E01035638,0.006261058
E01001177,0.006257484
E01000107,0.0062211156
E01004651,0.0062105623
E01004302,0.006184819
E01001565,0.006159495
E01000409,0.006149753
E01034212,0.0061363266
E01001354,0.006136304
E01003472,0.006128985
E01000502,0.006088059
E01000495,0.00607333
E01004139,0.0060667535
E01002441,0.006033705
E01001539,0.0060069687
E01003663,0.005958837
E01033581,0.005931949
E01000963,0.0059250644
E01001457,0.005886443
E01002647,0.005870184
E01033788,0.0058679916
E01002511,0.00581959
E01000042,0.005815249
E01033146,0.0058112945
E01035639,0.0057958183
E01004535,0.0057838485
E01003516,0.0057710516
E01035485,0.0057435986
E01032779,0.0057282695
E01001005,0.005718731
E01002481,0.0057084616
E01004459,0.005661886
E01002084,0.005645125
E01035682,0.005602152
E01000638,0.0055943322
E01003541,0.0055932547
E01004743,0.005558938
E01002247,0.0055219256
E01003738,0.005517504
E01002252,0.0055084904
E01003675,0.005493892
E01003352,0.005491834
E01004127,0.005476365
E01000492,0.005463457
E01003230,0.005462776
E01003387,0.0054561454
E01002399,0.005438063
E01000077,0.0054291007
E01000760,0.0054258807
E01002323,0.0053918203
E01000046,0.0053917845
E01004337,0.005389092
E01001139,0.005367523
E01004004,0.005363912
E01002686,0.005320284
E01003365,0.005293756
E01003845,0.005279648
E01003540,0.005276196
E01003446,0.0052231774
E01004379,0.005188541
E01003295,0.0051818904
E01002518,0.005180106
E01001587,0.005174759
E01035669,0.0051063304
E01002834,0.005103698
E01002151,0.005096875
E01004413,0.0050651236
E01001312,0.0050461898
E01002927,0.0050021824
E01003860,0.005000481
E01000485,0.00499686
E01002377,0.0049921935
E01002039,0.0049686604
E01000132,0.0049208244
E01002495,0.0049185464
E01003262,0.004892732
E01000626,0.0048759542
E01003830,0.004867297
E01035487,0.004859375
E01003685,0.0048203296
E01003761,0.004808596
E01003771,0.0047885887
E01002192,0.004787432
E01002401,0.004774547
E01000900,0.0047703255
E01000903,0.004767234
E01000530,0.0047648256
E01003633,0.0047624786
E01002135,0.004746256
E01000130,0.004737745
E01002937,0.004734385
E01003909,0.004732801
E01003254,0.004688923
E01002605,0.004685488
E01000673,0.004684385
E01002523,0.004676133
E01000306,0.004671568
E01001331,0.004644647
E01033493,0.0046190973
E01002657,0.004610927
E01034482,0.004608986
E01003391,0.0046077194
E01000582,0.0045903805
E01004628,0.0045894743
E01003261,0.0045892783
E01004757,0.0045787212
E01001786,0.0045785583
E01003775,0.0045439997
E01002121,0.0045254664
E01000709,0.0045215283
E01002110,0.0045131356
E01035496,0.0045000627
E01002434,0.00449133
E01000120,0.0044835657
E01002264,0.0044550425
E01001723,0.004438689
E01003062,0.0044376524
E01002864,0.004426701
E01003624,0.004413582
E01000428,0.004404939
E01002579,0.004392522
E01000722,0.004384334
E01000640,0.0043775523
E01004601,0.0043618334
E01004597,0.0043617734
E01000289,0.004359823
E01001698,0.004356564
E01001219,0.004351597
E01000574,0.0043424834
E01001736,0.0043424666
E01000433,0.004337721
E01034141,0.0043186825
E01004124,0.004318502
E01003958,0.0043139015
E01003308,0.0043110205
E01000434,0.004292708
E01003479,0.0042698723
E01004088,0.0042649508
E01003445,0.0042609307
E01000025,0.0042111347
E01003655,0.0041835946
E01002063,0.0041671623
E01004583,0.0041611213
E01002519,0.0041586286
E01004503,0.004148987
E01002652,0.0041403137
E01001963,0.00411693
E01003152,0.004075029
E01002699,0.0040535545
E01003740,0.004045598
E01001113,0.0040312945
