LSOA code,Predicted_Hotspot_Probability
E01002757,0.0040284144
E01004415,0.004002325
E01002178,0.003996896
E01002744,0.0039966246
E01004167,0.003988914
E01001950,0.0039852103
E01033601,0.0039824573
E01004158,0.0039724945
E01004328,0.0039369348
E01003595,0.0039184587
E01003290,0.0039132065
E01000248,0.0039124424
E01003488,0.0039103967
E01000024,0.003886525
E01001151,0.0038425236
E01003226,0.0038332064
E01002096,0.0038051791
E01001124,0.0037968087
E01002113,0.0037720073
E01003887,0.0037519915
E01002939,0.0037379318
E01001909,0.003737575
E01001690,0.0037168092
E01003332,0.003711396
E01034207,0.0036967655
E01003320,0.003693527
E01003412,0.0036905168
E01035673,0.0036900681
E01004399,0.0036899575
E01002736,0.0036858895
E01002299,0.0036845517
E01003589,0.0036784967
E01002208,0.003663785
E01003966,0.003634907
E01002973,0.0036312132
E01004563,0.0036287298
E01003859,0.0036276921
E01002342,0.0036224222
E01000297,0.0036191894
E01003627,0.0036105008
E01000609,0.0035772012
E01001521,0.00357532
E01001682,0.00356071
E01001036,0.0035377012
E01003894,0.003535809
E01002298,0.0035253544
E01000690,0.0035188908
E01002999,0.0035053368
E01004118,0.0034987188
E01002489,0.003491033
E01004369,0.0034795927
E01003342,0.0034785762
E01002632,0.0034730579
E01033086,0.003469584
E01004153,0.0034613125
E01003846,0.0034607796
E01003794,0.0034583681
E01000917,0.0034511562
E01000417,0.0034484153
E01000839,0.003444742
E01000116,0.0034446907
E01002423,0.0034387182
E01001218,0.0034286734
E01003746,0.0034283265
E01003872,0.0034239697
E01034198,0.003422616
E01004128,0.0034200083
E01004505,0.0034018864
E01003280,0.003400309
E01002573,0.0033917683
E01002082,0.0033896656
E01003277,0.0033822672
E01002300,0.003355655
E01002558,0.0033537066
E01002463,0.0033362631
E01000587,0.0033242314
E01002155,0.0033116906
E01003096,0.0033068624
E01002918,0.0032966498
E01000013,0.0032937543
E01003378,0.0032765733
E01002988,0.0032173542
E01002662,0.003209278
E01000469,0.0032040852
E01003734,0.0032037974
E01002440,0.0031946218
E01003372,0.0031915456
E01001959,0.003191127
E01001365,0.003181295
E01000242,0.0031689527
E01000507,0.0031603815
E01003435,0.0031135888
E01002958,0.0030974182
E01002466,0.0030933968
E01000954,0.0030573604
E01003127,0.00305261
E01034592,0.003049145
E01001974,0.0030422574
E01003243,0.0030364548
E01003826,0.0030361838
E01004034,0.003032534
E01000260,0.0030118364
E01002415,0.002993959
E01000151,0.0029809803
E01002221,0.002969811
E01002383,0.0029550397
E01003551,0.0029385986
E01002935,0.0029363239
E01000749,0.002933218
E01001885,0.002905845
E01003737,0.0028999695
E01000653,0.0028858548
E01034178,0.0028776613
E01002312,0.0028706028
E01000711,0.0028650654
E01000849,0.0028630106
E01002546,0.0028399199
E01001972,0.0028254783
E01002505,0.0028139064
E01034039,0.002797735
E01001737,0.0027802903
E01000271,0.0027768959
E01004231,0.0027666667
E01003465,0.0027661405
E01003405,0.0027639028
E01003584,0.0027602068
E01004571,0.0027521385
E01004676,0.0027351636
E01002540,0.0027289337
E01003114,0.0027264524
E01002603,0.002725575
E01002906,0.002723515
E01004140,0.0027149443
E01001414,0.0026935965
E01002227,0.0026903704
E01002458,0.0026792763
E01000846,0.0026697805
E01000354,0.0026683982
E01002513,0.002645588
E01001652,0.00264323
E01002682,0.0026379582
E01002478,0.0026323786
E01003699,0.0026270498
E01004760,0.002626018
E01034043,0.0026229213
E01003176,0.0026183983
E01003793,0.0026157931
E01000317,0.0026136183
E01002646,0.002613577
E01002390,0.0026098546
E01001449,0.002608218
E01003098,0.002602533
E01035683,0.002601168
E01000728,0.0025944912
E01002861,0.0025672805
E01001865,0.0025562807
E01002149,0.0025514283
E01000466,0.0025495163
E01002528,0.0025487707
E01001350,0.0025475102
E01001532,0.0025428776
E01004216,0.0025425835
E01002754,0.002529572
E01003774,0.0025209591
E01004148,0.0024866965
E01004018,0.0024864173
E01001366,0.0024807788
E01003486,0.0024615347
E01003040,0.002408417
E01002843,0.0024079815
E01002933,0.0024030234
E01000826,0.0024028143
E01003636,0.0024004495
E01004207,0.002398436
E01001248,0.0023859786
E01000094,0.0023784146
E01001625,0.0023681924
E01035719,0.002365803
E01003837,0.0023585057
E01034385,0.002351655
E01004456,0.0023402292
E01000789,0.0023289765
E01003989,0.0023273684
E01000227,0.0023169045
E01000451,0.0023155834
E01001917,0.002309885
E01000567,0.0023046557
E01004428,0.0022975577
E01001960,0.002291582
E01004030,0.0022867662
E01003874,0.0022694836
E01003764,0.0022681507
E01000910,0.0022657553
E01002207,0.0022507804
E01003825,0.0022468101
E01004711,0.0022287376
E01000330,0.0022239287
E01003233,0.002221269
E01003052,0.0022152902
E01003167,0.0022109551
E01003697,0.002210367
E01000522,0.0022083141
E01003756,0.0022029025
E01000733,0.00219164
E01001298,0.0021792236
E01000982,0.002167995
E01002132,0.002161092
E01002095,0.0021597957
E01002740,0.0021566963
E01002382,0.0021507004
E01002367,0.0021495505
E01003007,0.0021485547
E01002273,0.0021469698
E01035706,0.002133185
E01002177,0.0021292525
E01002439,0.0021265107
E01001269,0.0021260574
E01004109,0.0021258693
E01001205,0.0021197714
E01003672,0.0021166066
E01033135,0.0021165833
E01004277,0.0021127788
E01000118,0.0021080582
E01001328,0.0021028905
E01002445,0.0021018202
E01004752,0.0020902338
E01033935,0.0020890674
E01000590,0.0020887423
E01000557,0.0020818897
E01001194,0.0020698148
E01002393,0.0020677054
E01004598,0.0020601195
E01000045,0.0020521923
E01000820,0.0020475287
E01032623,0.0020403496
E01001211,0.002040003
E01000949,0.0020393808
E01001053,0.0020381012
E01004520,0.002020695
E01001274,0.0020182887
E01001488,0.0020113431
E01002019,0.002010144
E01004737,0.0020039512
E01001067,0.0019924243
E01003682,0.001991535
E01002079,0.0019911162
E01033322,0.0019883313
E01001775,0.0019760213
E01003715,0.001969502
E01000713,0.0019674094
E01004324,0.001956476
E01002209,0.0019447125
E01001820,0.0019423714
E01000012,0.0019406592
E01033325,0.0019383564
E01001811,0.0019309251
E01000800,0.001927795
E01002326,0.0019268602
E01003640,0.0019188576
E01000035,0.0019167729
E01004604,0.0018908684
E01002405,0.001887978
E01001040,0.0018836709
E01001650,0.0018771564
E01001372,0.00187433
E01032783,0.0018670755
E01002268,0.0018659409
E01001608,0.0018615652
E01003710,0.0018574382
E01003269,0.0018460567
E01000621,0.0018458668
E01000464,0.0018429636
E01001095,0.0018421963
E01000932,0.0018381105
E01002279,0.0018353838
E01002254,0.0018351419
E01001538,0.0018320166
E01034605,0.0018027115
E01001702,0.0017971711
E01034208,0.0017937279
E01003727,0.0017930826
E01002577,0.0017899573
E01002430,0.0017463621
E01000687,0.0017444927
E01004357,0.001742165
E01002455,0.0017336047
E01004209,0.0017209395
E01004630,0.0017207471
E01034594,0.0017050251
E01003467,0.0017042048
E01000979,0.0016990966
E01001258,0.0016968456
E01000478,0.0016829818
E01004470,0.0016817302
E01004400,0.0016803897
E01003555,0.0016769902
E01033494,0.0016684344
E01035675,0.0016661285
E01002666,0.0016640454
E01000808,0.0016625703
E01001854,0.0016597662
E01002799,0.0016506251
E01000742,0.0016483244
E01003992,0.0016424176
E01003157,0.0016310224
E01002147,0.0016288172
E01002932,0.001626995
E01004448,0.0016254623
E01000412,0.0016201194
E01001268,0.0016135812
E01000385,0.0016025344
E01003360,0.0015981612
E01033925,0.001591379
E01001806,0.0015885873
E01001034,0.0015881587
E01003175,0.0015871972
E01001658,0.0015855771
E01000380,0.0015855454
E01002928,0.0015854933
E01004646,0.0015737136
E01001166,0.0015708302
E01001605,0.0015697612
E01003677,0.0015651784
E01004740,0.0015625487
E01000511,0.0015611947
E01002627,0.0015553716
E01000180,0.0015520813
E01002391,0.00155039
E01000075,0.0015484847
E01003608,0.0015447513
E01000755,0.0015380379
E01033934,0.0015309025
E01004466,0.0015242696
E01000089,0.0015241897
E01001267,0.0015206845
E01002238,0.0015186665
E01002482,0.0015141029
E01001390,0.0015119525
E01001286,0.0015095925
E01001379,0.0014953833
E01001703,0.0014829703
E01034027,0.0014806688
E01002387,0.001477238
E01001325,0.001470887
E01003057,0.0014661861
E01002944,0.0014624477
E01004635,0.0014593474
E01002752,0.0014554122
E01002530,0.001454103
E01004516,0.0014513825
E01000115,0.0014463217
E01000715,0.0014341896
E01032581,0.0014334462
E01003204,0.001425826
E01003947,0.0014212582
E01000572,0.0014208008
E01001517,0.0014203226
E01002624,0.0014197018
E01002745,0.0014179797
E01001826,0.0014128912
E01000602,0.0014068626
E01000265,0.0014054445
E01003703,0.0013956645
E01001250,0.0013932169
E01000062,0.001391867
E01001073,0.0013883838
E01000994,0.001387738
E01000519,0.0013870893
E01001317,0.0013807998
E01002625,0.0013678467
E01004069,0.0013665889
E01001562,0.0013611737
E01004544,0.0013588921
E01001575,0.001350713
E01002408,0.001345624
E01003594,0.0013430684
E01002868,0.0013379208
E01003168,0.0013349417
E01003745,0.0013295752
E01002996,0.0013237578
E01000447,0.0013212048
E01000882,0.0013170124
E01004692,0.0013166016
E01000020,0.0013131052
E01000593,0.0013118302
E01001160,0.0013090844
E01000252,0.0013047614
E01002365,0.0013046651
E01002542,0.0012998955
E01003279,0.0012983945
E01002634,0.001297932
E01000165,0.0012900635
E01035640,0.0012871989
E01003181,0.0012866933
E01000565,0.0012844623
E01000622,0.0012672866
E01003354,0.0012655919
E01004169,0.0012649382
E01002990,0.0012599498
E01001180,0.0012556226
E01002200,0.0012554724
E01002709,0.0012553948
E01003163,0.0012536263
E01004023,0.0012480422
E01004480,0.001246559
E01004024,0.0012451457
E01000693,0.001241442
E01002362,0.001237193
E01002021,0.0012363484
E01000406,0.0012363195
E01002487,0.0012288598
E01003199,0.0012285284
E01000720,0.0012245897
E01002596,0.0012236394
E01000031,0.0012215599
E01001732,0.001220475
E01004008,0.0012204424
E01001078,0.0012155824
E01000667,0.001215528
E01001717,0.0012136024
E01000254,0.0012128339
E01002191,0.0012107994
E01001446,0.0012082419
E01002989,0.0012082412
E01003901,0.0012007538
E01000423,0.0011989059
E01004305,0.0011983527
E01001444,0.0011983522
E01000629,0.0011942795
E01003700,0.0011926595
E01002240,0.0011913957
E01002464,0.0011878636
E01003420,0.0011860743
E01000061,0.0011826172
E01002638,0.0011826014
E01004606,0.0011746443
E01003720,0.0011719386
E01001970,0.0011716735
E01001867,0.0011701343
E01002004,0.0011690914
E01033455,0.0011660674
E01003725,0.0011611704
E01033919,0.0011573011
E01034196,0.0011514676
E01004256,0.0011509949
E01003754,0.0011485941
E01000076,0.0011457573
E01032580,0.0011416532
E01003484,0.0011376218
E01003376,0.0011336872
E01002165,0.001128057
E01004264,0.001125602
E01003390,0.0011235747
E01003343,0.0011184951
E01001927,0.0011183785
E01002607,0.0011170082
E01000294,0.0011152405
E01002681,0.0011139234
E01002024,0.0011123207
E01003659,0.0011108911
E01000957,0.0011108107
E01000645,0.0011049218
E01003634,0.001104636
E01004032,0.0011045923
E01000473,0.0011032915
E01001998,0.0011003604
E01000209,0.0010985186
E01004528,0.0010939018
E01002663,0.00108889
E01000241,0.0010790388
E01002332,0.0010785572
E01003864,0.0010779934
E01001049,0.0010776448
E01003987,0.0010755643
E01000571,0.0010754833
E01004487,0.0010682202
E01004372,0.0010666533
E01034229,0.0010657731
E01003753,0.0010656178
E01002194,0.0010633806
E01001220,0.0010626105
E01004263,0.0010587899
E01001074,0.0010581157
E01003078,0.0010553533
E01000054,0.0010542551
E01001254,0.0010477554
E01004599,0.0010453729
E01001795,0.0010435187
E01003476,0.0010365177
E01000058,0.0010330628
E01000721,0.0010324424
E01001307,0.0010301596
E01004086,0.0010274192
E01000606,0.0010228022
E01002339,0.0010082134
E01004414,0.0010076598
E01003509,0.0010065569
E01001855,0.0010062543
E01033916,0.0010055322
E01000787,0.0010029982
E01001636,0.0010008843
E01000064,0.0009982816
E01002253,0.0009972227
E01033569,0.000994567
E01003171,0.0009934603
E01003954,0.0009919159
E01001216,0.0009862249
E01001582,0.0009860599
E01002355,0.000983336
E01003648,0.0009830395
E01000824,0.0009827
E01003575,0.0009820636
E01000868,0.0009805061
E01034186,0.0009790717
E01000772,0.0009768137
E01001842,0.0009761713
E01000234,0.000972879
E01003729,0.00097093533
E01003001,0.00096806587
E01002374,0.0009670366
E01034387,0.0009640515
E01002229,0.0009620751
E01000941,0.00096063066
E01001697,0.0009539607
E01000893,0.0009474538
E01000802,0.0009429609
E01003919,0.00093950384
E01004266,0.00093849644
E01000605,0.0009382282
E01002231,0.00093240413
E01004145,0.0009285556
E01001281,0.00092690886
E01001086,0.0009267587
E01003180,0.0009199546
E01000971,0.0009148477
E01001264,0.0009144473
E01002371,0.0009135559
E01003124,0.00091208785
E01004333,0.00091080513
E01001704,0.0009107839
E01000175,0.0009099472
E01002767,0.00090969104
E01001154,0.00090856064
E01003400,0.0009077802
E01002417,0.0009017908
E01000860,0.0008999522
E01000067,0.00088826055
E01001585,0.0008850485
E01033734,0.0008816448
E01001428,0.00087920146
E01034488,0.00087270426
E01003417,0.00087092945
E01001182,0.0008707556
E01034593,0.0008681435
E01004404,0.0008524984
E01004051,0.0008513137
E01002600,0.0008510144
E01002645,0.00084980374
E01004017,0.00084755284
E01002104,0.00084654754
E01002103,0.000846479
E01003831,0.0008444903
E01000424,0.0008435232
E01003519,0.00084195647
E01003741,0.0008395139
E01032566,0.00083821337
E01001159,0.00083790714
E01033940,0.0008365334
E01001638,0.0008338458
E01003286,0.0008334387
E01000338,0.0008319498
E01003600,0.0008292901
E01033710,0.0008244636
E01001969,0.0008244028
E01001133,0.0008238825
E01000501,0.0008195966
E01002188,0.00081524905
E01003408,0.0008151369
E01002047,0.00081443763
E01000666,0.00081207213
E01003866,0.0008102063
E01002000,0.00080688717
E01001088,0.000805773
E01000487,0.00080245023
E01000333,0.0008013613
E01002127,0.000800909
E01000040,0.00079768867
E01033457,0.0007952956
E01000993,0.0007912876
E01034180,0.0007853201
E01002414,0.0007841935
E01002100,0.0007830447
E01003174,0.0007816107
E01003126,0.0007811275
E01003639,0.0007802444
E01000119,0.0007780794
E01003647,0.00077331974
E01001918,0.0007713918
E01003956,0.00076996774
E01034471,0.0007687383
E01001742,0.0007687115
E01000256,0.0007655884
E01004556,0.0007635022
E01003236,0.0007627967
E01003456,0.00075990445
E01001604,0.0007589521
E01004572,0.00075890037
E01004015,0.0007562782
E01003506,0.0007554956
E01002297,0.0007545398
E01003702,0.0007525295
E01002788,0.0007480968
E01001980,0.00074323494
E01003712,0.0007413225
E01004569,0.0007411738
E01001330,0.0007379759
E01003827,0.00073691853
E01001069,0.0007364903
E01002715,0.000735874
E01002385,0.0007344581
E01003361,0.00073408335
E01001227,0.00073170307
E01002309,0.00073027296
E01003922,0.0007279564
E01002461,0.0007251242
E01001495,0.0007249936
E01002351,0.00072366104
E01034228,0.00072280335
E01002334,0.0007227282
E01004268,0.0007192505
E01002359,0.0007191689
E01001007,0.0007180575
E01000168,0.0007166591
E01004449,0.00071593624
E01003533,0.0007118803
E01000277,0.00071118865
E01000901,0.0007095578
E01003083,0.00070789125
E01002512,0.0007050467
E01001468,0.00069962913
E01004406,0.0006978588
E01000637,0.00069765764
E01004119,0.0006961786
E01001329,0.00069446693
E01004725,0.0006890203
E01000280,0.00068711146
E01003468,0.0006862702
E01000302,0.0006851935
E01003385,0.0006840736
E01002120,0.0006840051
E01002161,0.0006838457
E01000028,0.0006802305
E01002272,0.0006794125
E01002436,0.000676702
E01001165,0.0006758815
E01000678,0.0006744787
E01000015,0.00067353126
E01000534,0.00067107315
E01001589,0.0006706617
E01001954,0.00067053136
E01003085,0.0006694662
E01001859,0.0006689041
E01002336,0.00066636654
E01001206,0.0006650159
E01003692,0.00066461926
E01000427,0.0006627609
E01000030,0.0006614459
E01000356,0.0006605535
E01004223,0.00065969693
E01002581,0.00065779436
E01002286,0.0006569464
E01001981,0.000654651
E01000383,0.0006524573
E01000157,0.00064658985
E01035666,0.00064607797
E01000210,0.00064562465
E01001868,0.00064433925
E01001977,0.00064345833
E01004446,0.00064241665
E01002260,0.0006395445
E01001907,0.0006372571
E01001871,0.00063638645
E01004065,0.00063619786
E01001138,0.00063372793
E01004389,0.0006329661
E01033488,0.00063231733
E01002484,0.0006315768
E01002152,0.00063104404
E01001126,0.0006308011
E01004623,0.00062826974
E01032719,0.0006277245
E01000632,0.0006216348
E01004437,0.0006186975
E01004217,0.00061738066
E01000293,0.0006150986
E01001471,0.00061293214
E01003995,0.0006098165
E01033745,0.00060972496
E01003148,0.0006094043
E01000301,0.0006066661
E01003006,0.00060439965
E01004240,0.0006022419
E01002783,0.0006021085
E01003252,0.00060072413
E01001145,0.000599892
E01003694,0.00059746206
E01002184,0.0005972596
E01000419,0.0005959626
E01000984,0.0005940792
E01002442,0.00059396203
E01003323,0.0005936094
E01002392,0.0005903288
E01002491,0.0005899365
E01033740,0.0005858012
E01002317,0.00058400194
E01000616,0.0005817492
E01003632,0.00057964877
E01000388,0.0005768308
E01001157,0.0005731734
E01000033,0.00057142513
E01002013,0.00057060417
E01000807,0.0005689765
E01001824,0.00056882633
E01003862,0.0005682844
E01002256,0.0005678502
E01000443,0.0005661708
E01004073,0.0005660127
E01002016,0.0005656028
E01003593,0.000565546
E01003439,0.0005649484
E01001515,0.00056372694
E01004611,0.00056240533
E01003785,0.00056091975
E01003268,0.00056088186
E01000897,0.00055648736
E01001482,0.0005550338
E01001976,0.00055387773
E01003158,0.0005535088
E01002158,0.0005524179
E01002959,0.0005488186
E01001956,0.0005487344
E01000995,0.0005481774
E01000249,0.00054666423
E01003349,0.00054494356
E01001061,0.00054393685
E01004186,0.00054371735
E01002139,0.00054268003
E01002302,0.00054149237
E01002879,0.0005410276
E01000226,0.0005406755
E01002259,0.0005392552
E01002015,0.00053902296
E01001134,0.0005379546
E01002972,0.00053782307
E01001009,0.0005376506
E01002044,0.00053569756
E01035653,0.00053543644
E01004720,0.00053476397
E01003178,0.0005323026
E01003908,0.00053199526
E01001645,0.00053187046
E01004301,0.00053084845
E01032787,0.0005272331
E01003651,0.0005252856
E01003997,0.00052521774
E01002087,0.000523942
E01003561,0.00052364566
E01003086,0.0005212034
E01002106,0.0005204647
E01002954,0.0005193583
E01003036,0.00051698805
E01001947,0.00051515346
E01002055,0.0005135564
E01000006,0.00051335327
E01002046,0.00051308447
E01000513,0.00051283365
E01001107,0.00051027664
E01000999,0.00051006436
E01001008,0.00050998636
E01001755,0.00050901214
E01002411,0.0005086181
E01001224,0.0005085054
E01001967,0.00050747424
E01032777,0.00050738064
E01003028,0.0005071737
E01000152,0.0005071478
E01004590,0.00050650194
E01002790,0.0005060751
E01033485,0.00050468533
E01002426,0.00050392677
E01000337,0.0005002062
E01002956,0.000499677
E01000444,0.0004982473
E01002967,0.0004969576
E01002934,0.00049634505
E01001693,0.00049330184
E01001654,0.0004930454
E01003999,0.00048697062
E01001621,0.0004864072
E01002083,0.00048636526
E01035678,0.0004858301
E01002398,0.00048527052
E01003770,0.0004830168
E01002538,0.00048190713
E01004421,0.00048091938
E01000815,0.0004800359
E01003925,0.00047944256
E01001840,0.00047894238
E01003143,0.00047893598
E01003529,0.0004780518
E01002050,0.00047725617
E01002888,0.00047642415
E01000475,0.00047405536
E01034224,0.00047398987
E01003340,0.00047268206
E01033000,0.00047170714
E01003625,0.00047100487
E01004044,0.000469972
E01001079,0.0004683437
E01001027,0.00046810895
E01003562,0.00046800522
E01003160,0.00046794608
E01001201,0.0004660508
E01003572,0.00046555867
E01001657,0.00046536518
E01000426,0.00046490142
E01003884,0.0004624314
E01000186,0.00046233292
E01001303,0.00046230247
E01001470,0.0004613468
E01000101,0.00046074184
E01003938,0.0004591328
E01002951,0.00045833626
E01001299,0.00045780462
E01002062,0.00045735255
E01002215,0.00045633115
E01003450,0.0004555519
E01004495,0.0004554613
E01003679,0.00045533088
E01000185,0.0004540579
E01002288,0.00045384825
E01000944,0.0004536726
E01004123,0.00045254314
E01034484,0.0004524625
E01003357,0.0004524392
E01004484,0.00045135364
E01002097,0.00044976175
E01003355,0.00044932083
E01033582,0.00044816156
E01002975,0.0004478133
E01002090,0.00044649577
E01002619,0.0004463964
E01002098,0.0004459254
E01001474,0.0004458576
E01000309,0.00044570077
E01001725,0.00044526512
E01004135,0.00044126934
E01004465,0.0004395556
E01001790,0.0004392379
E01000716,0.00043788212
E01001892,0.0004365736
E01001453,0.0004354317
E01000319,0.0004348269
E01003790,0.00043348497
E01001971,0.00043314297
E01004705,0.0004320763
E01003526,0.00043199045
E01000373,0.00043195917
E01004150,0.00043147086
E01000402,0.00042760718
E01035703,0.00042698032
E01002997,0.0004255025
E01000073,0.0004237928
E01002230,0.00042333174
E01001526,0.0004229586
E01002658,0.00042156182
E01003418,0.0004212202
E01002116,0.00042075908
E01002460,0.00042056057
E01003225,0.00042030108
E01001875,0.00041822056
E01000706,0.00041794835
E01000962,0.000417623
E01002471,0.00041742538
E01004522,0.00041484548
E01004214,0.0004128294
E01001617,0.000411642
E01002571,0.00041104833
E01003752,0.00040987585
E01001193,0.0004094765
E01002224,0.00040652062
E01001341,0.00040552413
E01004347,0.0004053987
E01001375,0.00040423055
E01002716,0.0004028929
E01000780,0.00040276293
E01003414,0.00040211267
E01032776,0.00040200763
E01003298,0.00040198828
E01004204,0.00039992447
E01001368,0.00039910732
E01004166,0.00039879547
E01002278,0.00039740306
E01000019,0.000397311
E01003179,0.0003969226
E01002325,0.00039677715
E01001397,0.0003965574
E01001509,0.00039620395
E01003723,0.00039495082
E01004351,0.00039450417
E01000349,0.00039437556
E01002292,0.00039436316
E01001170,0.00039403414
E01002498,0.0003933029
E01002564,0.00039300064
E01002027,0.0003920769
E01002108,0.00039190258
E01003424,0.00039104294
E01003759,0.00038888343
E01002435,0.00038728575
E01001504,0.0003847492
E01001021,0.00038468264
E01004615,0.00038441172
E01002305,0.00038308173
E01000286,0.00038285722
E01001579,0.00038205492
E01002289,0.00038180425
E01001878,0.00037996875
E01002952,0.00037996133
E01003683,0.00037987457
E01001266,0.00037891304
E01034391,0.00037857168
E01002940,0.0003775897
E01002239,0.00037749286
E01000568,0.0003774128
E01004050,0.0003772646
E01003650,0.00037617682
E01000604,0.0003757424
E01000948,0.00037549713
E01000071,0.000375447
E01000027,0.00037402427
E01002416,0.00037368125
E01002983,0.00037283648
E01001083,0.00037252135
E01001292,0.00037225813
E01000980,0.00037211497
E01034581,0.00037122157
E01001364,0.0003700319
E01002492,0.0003691539
E01000044,0.00036870842
E01002669,0.00036670282
E01003093,0.00036640873
E01002480,0.0003636346
E01003642,0.00036220608
E01001823,0.00036025263
E01004751,0.00035992631
E01001929,0.0003593769
E01002122,0.00035886248
E01004719,0.0003574748
E01004245,0.00035700516
E01003392,0.00035644183
E01001681,0.0003564245
E01000753,0.00035548385
E01001382,0.00035480162
E01004458,0.00035475515
E01004445,0.0003539341
E01000189,0.00035217646
E01004645,0.000351314
E01003147,0.00035107043
E01003573,0.0003502988
E01001503,0.00034867055
E01000182,0.00034751408
E01003121,0.00034725707
E01003707,0.00034695063
E01001279,0.00034598072
E01004581,0.00034590668
E01002468,0.0003457397
E01004510,0.0003455825
E01001068,0.0003455428
E01002210,0.0003452226
E01001430,0.00034398324
E01001132,0.00034378914
E01004330,0.00034294557
E01002321,0.00034256114
E01003724,0.0003423318
E01002237,0.00034150857
E01002168,0.0003406951
E01004133,0.00034003815
E01001077,0.0003389867
E01002049,0.00033889123
E01004478,0.00033701916
E01001944,0.00033334838
E01002920,0.0003324464
E01003676,0.00033215116
E01003804,0.00033151338
E01003441,0.00033035802
E01002025,0.0003302903
E01002306,0.00032924936
E01000754,0.0003289143
E01000794,0.00032843047
E01004390,0.00032725531
E01004019,0.00032721006
E01003068,0.00032590373
E01004157,0.00032572233
E01002604,0.00032326233
E01003582,0.00032289914
E01001541,0.0003225029
E01002092,0.00032246354
E01002060,0.00032160146
E01002109,0.0003212558
E01002023,0.00032115352
E01000670,0.0003208429
E01000992,0.0003207273
E01003443,0.00032051912
E01002234,0.00032010474
E01003338,0.00031971373
E01001618,0.0003195233
E01003064,0.000318935
E01001315,0.00031878482
E01000819,0.00031779378
E01001104,0.00031701062
E01002328,0.00031678827
E01003660,0.00031663125
E01002812,0.00031593713
E01001392,0.00031528928
E01003000,0.00031506544
E01001807,0.00031489847
E01002170,0.0003146377
E01003649,0.00031401735
E01001958,0.00031330474
E01000646,0.0003121161
E01001924,0.00031135528
E01000562,0.00031047373
E01001259,0.0003104601
E01003722,0.00030981287
E01000697,0.0003094985
E01033570,0.00030920707
E01001983,0.0003087976
E01000366,0.00030846332
E01002242,0.0003075026
E01001728,0.00030588187
E01001913,0.00030534776
E01000283,0.00030514348
E01034183,0.00030496548
E01000774,0.00030458544
E01000085,0.00030267343
E01003044,0.0003025791
E01000386,0.00030186394
E01001897,0.0003014751
E01003477,0.0003007895
E01002543,0.00030014355
E01004521,0.00030011177
E01004090,0.00029963462
E01002560,0.0002995261
E01002451,0.00029770433
E01003419,0.00029702505
E01004730,0.00029663648
E01004281,0.0002964903
E01000438,0.000296273
E01002910,0.00029626398
E01003111,0.0002947643
E01001326,0.00029474264
E01035686,0.00029370925
E01002690,0.00029299967
E01003498,0.00029281175
E01003423,0.0002925313
E01004185,0.0002903626
E01004568,0.00028901783
E01003281,0.00028822312
E01001695,0.00028786916
E01000691,0.00028756302
E01004161,0.00028728077
E01003135,0.00028721723
E01003049,0.00028676767
E01003235,0.0002865605
E01002376,0.00028645288
E01034190,0.00028626996
E01002134,0.00028544498
E01002400,0.00028342984
E01002331,0.0002830688
E01003220,0.00028287453
E01001661,0.00028207467
E01002074,0.00028129935
E01003749,0.00028091716
E01000770,0.0002806952
E01001323,0.00028032696
E01004338,0.00027998612
E01004394,0.00027965184
E01002384,0.0002787832
E01034388,0.00027823198
E01000172,0.00027798855
E01001421,0.00027714914
E01002214,0.00027597233
E01004084,0.00027572672
E01003155,0.0002751836
E01004585,0.0002750884
E01003732,0.00027440288
E01004388,0.00027342094
E01002651,0.00027340557
E01003337,0.00027298022
E01000413,0.0002724846
E01002485,0.00027246046
E01002655,0.0002721733
E01002527,0.00027165248
E01000384,0.00027130847
E01000845,0.00027072505
E01004136,0.00026995025
E01004102,0.00026958657
E01003910,0.00026906634
E01000079,0.0002689945
E01001597,0.00026870408
E01003603,0.00026711661
E01004607,0.0002670374
E01003776,0.00026670916
E01003957,0.00026595578
E01002583,0.00026581052
E01004491,0.00026580546
E01002534,0.00026559038
E01003681,0.00026518022
E01003425,0.00026465234
E01002402,0.00026431997
E01003453,0.00026298471
E01002266,0.0002628734
E01003239,0.0002608076
E01001478,0.00026080263
E01002138,0.0002597648
E01001685,0.000259695
E01035695,0.0002596789
E01001949,0.0002587558
E01000694,0.0002587124
E01033918,0.00025852327
E01001577,0.000258175
E01003747,0.0002578321
E01003695,0.00025769888
E01003095,0.00025702556
E01001968,0.00025659412
E01000134,0.00025500788
E01000823,0.00025466894
E01004146,0.00025444274
E01004574,0.00025323097
E01003598,0.00025286642
E01034026,0.0002512632
E01002697,0.00025046026
E01000414,0.0002503538
E01001455,0.00025001317
E01001653,0.00024911517
E01003898,0.0002479531
E01002111,0.00024724536
E01004555,0.0002468073
E01000112,0.00024647266
E01001672,0.00024565693
E01002413,0.00024522236
E01003251,0.00024430896
E01002665,0.00024357285
E01002994,0.00024319762
E01004497,0.00024314264
E01002119,0.00024277063
E01002366,0.00024187996
E01002153,0.00024158473
E01001001,0.00024090733
E01002269,0.00024069703
E01001072,0.0002402142
E01003731,0.00024012306
E01000365,0.00023919831
E01002694,0.00023827188
E01004172,0.00023775788
E01003709,0.00023762464
E01003628,0.00023731987
E01001635,0.00023681107
E01002982,0.00023624346
E01002977,0.00023580667
E01002291,0.00023572866
E01001957,0.00023564056
