LSOA code,Burglary_Count,Borough,longitude,latitude,Cumulative,Cumulative_Percent
E01000335,44,Bexley,0.1573188303243701,51.50175104018665,50502,34.884781167108756
E01033876,44,Southwark,-0.0963832370292158,51.49137301965409,50546,34.915174624226346
E01000233,44,Barnet,-0.2612539593346544,51.613542628804346,50590,34.94556808134394
E01002909,44,Kensington and Chelsea,-0.2146899801204841,51.51902229453074,50634,34.97596153846153
E01003587,44,Newham,0.0468144780000932,51.54792559946456,50678,35.00635499557913
E01001492,44,Enfield,-0.0499367294215781,51.6260727265659,50722,35.03674845269673
E01002911,44,Kensington and Chelsea,-0.1770676749405258,51.485218585958464,50766,35.067141909814325
E01000307,44,Barnet,-0.226402384443629,51.575080835122776,50810,35.09753536693192
E01033702,44,Hackney,-0.0510745060397868,51.56580982466086,50854,35.12792882404951
E01002084,44,Haringey,-0.0911859805706437,51.59087358047886,50898,35.15832228116711
E01000526,44,Brent,-0.2524440533428173,51.54715835959463,50942,35.188715738284706
E01001508,44,Enfield,-0.0509952025344738,51.645831271671824,50986,35.2191091954023
E01000138,44,Barnet,-0.2058948294935119,51.5641998195735,51030,35.249502652519894
E01003043,44,Lambeth,-0.1107748066885001,51.4586969309854,51074,35.27989610963749
E01003058,44,Lambeth,-0.1245611533037093,51.46067736053314,51118,35.31028956675508
E01001347,44,Ealing,-0.3169127781547427,51.533631152903006,51162,35.34068302387268
E01034602,44,Hillingdon,-0.4738333210272231,51.54585522837496,51206,35.371076480990276
E01033586,44,Newham,-0.0013278571280352,51.53115566992349,51250,35.40146993810787
E01001769,44,Hackney,-0.0692854670020611,51.561160717310365,51294,35.43186339522546
E01003321,44,Lewisham,-0.0313727759201587,51.44216646826153,51338,35.46225685234306
E01003951,44,Southwark,-0.0824655721669344,51.439034177134445,51382,35.49265030946066
E01002565,44,Hounslow,-0.3175681891346801,51.48906652203805,51426,35.52304376657825
E01001357,44,Ealing,-0.2699585347635689,51.5011094094191,51470,35.553437223695845
E01003177,44,Lambeth,-0.1130637454538426,51.4539917980396,51514,35.58383068081344
E01002313,44,Havering,0.209788939989381,51.60840732198501,51558,35.61422413793103
