LSOA code,Burglary_Count,Borough,longitude,latitude
E01000001,7,City of London,-0.0963606424096297,51.51801909758552
E01000002,7,City of London,-0.0929347770166017,51.518746134561525
E01000005,26,City of London,-0.0748212891487692,51.512525208583455
E01000914,1,Camden,-0.116087239213138,51.518228672599065
E01032739,105,City of London,-0.0861557905144666,51.5132646465817
E01032740,37,City of London,-0.1077474835179265,51.51416915268333
E01032767,1,Tower Hamlets,-0.0713803919874335,51.51244117086375
E01033490,4,Islington,-0.1002975774252316,51.52135688123816
