LSOA code,Date,Forecast
E01000001,2024-06-01,1.511627906976745
E01000001,2024-07-01,1.511627906976745
E01000001,2024-08-01,1.511627906976745
E01000001,2024-09-01,1.511627906976745
E01000001,2024-10-01,1.511627906976745
E01000001,2024-11-01,1.511627906976745
E01000001,2024-12-01,1.511627906976745
E01000001,2025-01-01,1.511627906976745
E01000001,2025-02-01,1.511627906976745
E01000001,2025-03-01,1.511627906976745
E01000001,2025-04-01,1.511627906976745
E01000001,2025-05-01,1.511627906976745
E01000001,2025-06-01,1.511627906976745
E01000001,2025-07-01,1.511627906976745
E01000001,2025-08-01,1.511627906976745
E01000001,2025-09-01,1.511627906976745
E01000001,2025-10-01,1.511627906976745
E01000001,2025-11-01,1.511627906976745
E01000001,2025-12-01,1.511627906976745
E01000002,2019-12-01,1.465116279069768
E01000002,2020-01-01,1.465116279069768
E01000002,2020-02-01,1.465116279069768
E01000002,2020-03-01,1.465116279069768
E01000002,2020-04-01,1.465116279069768
E01000002,2020-05-01,1.465116279069768
E01000002,2020-06-01,1.465116279069768
E01000002,2020-07-01,1.465116279069768
E01000002,2020-08-01,1.465116279069768
E01000002,2020-09-01,1.465116279069768
E01000002,2020-10-01,1.465116279069768
E01000002,2020-11-01,1.465116279069768
E01000002,2020-12-01,1.465116279069768
E01000002,2021-01-01,1.465116279069768
E01000002,2021-02-01,1.465116279069768
E01000002,2021-03-01,1.465116279069768
E01000002,2021-04-01,1.465116279069768
E01000002,2021-05-01,1.465116279069768
E01000002,2021-06-01,1.465116279069768
E01000002,2021-07-01,1.465116279069768
E01000002,2021-08-01,1.465116279069768
E01000002,2021-09-01,1.465116279069768
E01000002,2021-10-01,1.465116279069768
E01000002,2021-11-01,1.465116279069768
E01000002,2021-12-01,1.465116279069768
E01000002,2022-01-01,1.465116279069768
E01000002,2022-02-01,1.465116279069768
E01000002,2022-03-01,1.465116279069768
E01000002,2022-04-01,1.465116279069768
E01000002,2022-05-01,1.465116279069768
E01000002,2022-06-01,1.465116279069768
E01000002,2022-07-01,1.465116279069768
E01000002,2022-08-01,1.465116279069768
E01000002,2022-09-01,1.465116279069768
E01000002,2022-10-01,1.465116279069768
E01000002,2022-11-01,1.465116279069768
E01000002,2022-12-01,1.465116279069768
E01000002,2023-01-01,1.465116279069768
E01000002,2023-02-01,1.465116279069768
E01000002,2023-03-01,1.465116279069768
E01000002,2023-04-01,1.465116279069768
E01000002,2023-05-01,1.465116279069768
E01000002,2023-06-01,1.465116279069768
E01000002,2023-07-01,1.465116279069768
E01000002,2023-08-01,1.465116279069768
E01000002,2023-09-01,1.465116279069768
E01000002,2023-10-01,1.465116279069768
E01000002,2023-11-01,1.465116279069768
E01000002,2023-12-01,1.465116279069768
E01000002,2024-01-01,1.465116279069768
E01000002,2024-02-01,1.465116279069768
E01000002,2024-03-01,1.465116279069768
E01000002,2024-04-01,1.465116279069768
E01000002,2024-05-01,1.465116279069768
E01000002,2024-06-01,1.465116279069768
E01000002,2024-07-01,1.465116279069768
E01000002,2024-08-01,1.465116279069768
E01000002,2024-09-01,1.465116279069768
E01000002,2024-10-01,1.465116279069768
E01000002,2024-11-01,1.465116279069768
E01000002,2024-12-01,1.465116279069768
E01000002,2025-01-01,1.465116279069768
E01000002,2025-02-01,1.465116279069768
E01000002,2025-03-01,1.465116279069768
E01000002,2025-04-01,1.465116279069768
E01000002,2025-05-01,1.465116279069768
E01000002,2025-06-01,1.465116279069768
E01000002,2025-07-01,1.465116279069768
E01000002,2025-08-01,1.465116279069768
E01000002,2025-09-01,1.465116279069768
E01000002,2025-10-01,1.465116279069768
E01000002,2025-11-01,1.465116279069768
E01000005,2020-01-01,2.114942528735632
E01000005,2020-02-01,2.114942528735632
E01000005,2020-03-01,2.114942528735632
E01000005,2020-04-01,2.114942528735632
E01000005,2020-05-01,2.114942528735632
E01000005,2020-06-01,2.114942528735632
E01000005,2020-07-01,2.114942528735632
E01000005,2020-08-01,2.114942528735632
E01000005,2020-09-01,2.114942528735632
E01000005,2020-10-01,2.114942528735632
E01000005,2020-11-01,2.114942528735632
E01000005,2020-12-01,2.114942528735632
E01000005,2021-01-01,2.114942528735632
E01000005,2021-02-01,2.114942528735632
E01000005,2021-03-01,2.114942528735632
E01000005,2021-04-01,2.114942528735632
E01000005,2021-05-01,2.114942528735632
E01000005,2021-06-01,2.114942528735632
E01000005,2021-07-01,2.114942528735632
E01000005,2021-08-01,2.114942528735632
E01000005,2021-09-01,2.114942528735632
E01000005,2021-10-01,2.114942528735632
E01000005,2021-11-01,2.114942528735632
E01000005,2021-12-01,2.114942528735632
E01000005,2022-01-01,2.114942528735632
E01000005,2022-02-01,2.114942528735632
E01000005,2022-03-01,2.114942528735632
E01000005,2022-04-01,2.114942528735632
E01000005,2022-05-01,2.114942528735632
E01000005,2022-06-01,2.114942528735632
E01000005,2022-07-01,2.114942528735632
E01000005,2022-08-01,2.114942528735632
E01000005,2022-09-01,2.114942528735632
E01000005,2022-10-01,2.114942528735632
E01000005,2022-11-01,2.114942528735632
E01000005,2022-12-01,2.114942528735632
E01000005,2023-01-01,2.114942528735632
E01000005,2023-02-01,2.114942528735632
E01000005,2023-03-01,2.114942528735632
E01000005,2023-04-01,2.114942528735632
E01000005,2023-05-01,2.114942528735632
E01000005,2023-06-01,2.114942528735632
E01000005,2023-07-01,2.114942528735632
E01000005,2023-08-01,2.114942528735632
E01000005,2023-09-01,2.114942528735632
E01000005,2023-10-01,2.114942528735632
E01000005,2023-11-01,2.114942528735632
E01000005,2023-12-01,2.114942528735632
E01000005,2024-01-01,2.114942528735632
E01000005,2024-02-01,2.114942528735632
E01000005,2024-03-01,2.114942528735632
E01000005,2024-04-01,2.114942528735632
E01000005,2024-05-01,2.114942528735632
E01000005,2024-06-01,2.114942528735632
E01000005,2024-07-01,2.114942528735632
E01000005,2024-08-01,2.114942528735632
E01000005,2024-09-01,2.114942528735632
E01000005,2024-10-01,2.114942528735632
E01000005,2024-11-01,2.114942528735632
E01000005,2024-12-01,2.114942528735632
E01000005,2025-01-01,2.114942528735632
E01000005,2025-02-01,2.114942528735632
E01000005,2025-03-01,2.114942528735632
E01000005,2025-04-01,2.114942528735632
E01000005,2025-05-01,2.114942528735632
E01000005,2025-06-01,2.114942528735632
E01000005,2025-07-01,2.114942528735632
E01000005,2025-08-01,2.114942528735632
E01000005,2025-09-01,2.114942528735632
E01000005,2025-10-01,2.114942528735632
E01000005,2025-11-01,2.114942528735632
E01000005,2025-12-01,2.114942528735632
E01032739,2020-01-01,14.463776256910698
E01032739,2020-02-01,15.35461850065851
E01032739,2020-03-01,14.096111977072074
E01032739,2020-04-01,14.421408264994547
E01032739,2020-05-01,15.130603485208532
E01032739,2020-06-01,13.44262292962307
E01032739,2020-07-01,13.76817427908873
E01032739,2020-08-01,14.62608028144209
E01032739,2020-09-01,14.31727601584183
E01032739,2020-10-01,13.382400747412753
E01032739,2020-11-01,14.19585209211432
E01032739,2020-12-01,14.38472615700936
E01032739,2021-01-01,13.578721182061512
E01032739,2021-02-01,13.401090005484338
E01032739,2021-03-01,13.36194280928467
E01032739,2021-04-01,13.353315365612758
E01032739,2021-05-01,13.351414008899178
E01032739,2021-06-01,13.350994978942015
E01032739,2021-07-01,13.35090263114439
E01032739,2021-08-01,13.350882279101342
E01032739,2021-09-01,13.350877793822137
E01032739,2021-10-01,13.350876805335158
E01032739,2021-11-01,13.350876587487738
E01032739,2021-12-01,13.350876539477497
E01032739,2022-01-01,13.350876528896773
E01032739,2022-02-01,13.350876526564942
E01032739,2022-03-01,13.350876526051042
E01032739,2022-04-01,13.350876525937787
E01032739,2022-05-01,13.350876525912827
E01032739,2022-06-01,13.350876525907328
E01032739,2022-07-01,13.350876525906115
E01032739,2022-08-01,13.350876525905848
E01032739,2022-09-01,13.35087652590579
E01032739,2022-10-01,13.350876525905775
E01032739,2022-11-01,13.350876525905774
E01032739,2022-12-01,13.350876525905772
E01032739,2023-01-01,13.350876525905772
E01032739,2023-02-01,13.350876525905772
E01032739,2023-03-01,13.350876525905772
E01032739,2023-04-01,13.350876525905772
E01032739,2023-05-01,13.350876525905772
E01032739,2023-06-01,13.350876525905772
E01032739,2023-07-01,13.350876525905772
E01032739,2023-08-01,13.350876525905772
E01032739,2023-09-01,13.350876525905772
E01032739,2023-10-01,13.350876525905772
E01032739,2023-11-01,13.350876525905772
E01032739,2023-12-01,13.350876525905772
E01032739,2024-01-01,13.350876525905772
E01032739,2024-02-01,13.350876525905772
E01032739,2024-03-01,13.350876525905772
E01032739,2024-04-01,13.350876525905772
E01032739,2024-05-01,13.350876525905772
E01032739,2024-06-01,13.350876525905772
E01032739,2024-07-01,13.350876525905772
E01032739,2024-08-01,13.350876525905772
E01032739,2024-09-01,13.350876525905772
E01032739,2024-10-01,13.350876525905772
E01032739,2024-11-01,13.350876525905772
E01032739,2024-12-01,13.350876525905772
E01032739,2025-01-01,13.350876525905772
E01032739,2025-02-01,13.350876525905772
E01032739,2025-03-01,13.350876525905772
E01032739,2025-04-01,13.350876525905772
E01032739,2025-05-01,13.350876525905772
E01032739,2025-06-01,13.350876525905772
E01032739,2025-07-01,13.350876525905772
E01032739,2025-08-01,13.350876525905772
E01032739,2025-09-01,13.350876525905772
E01032739,2025-10-01,13.350876525905772
E01032739,2025-11-01,13.350876525905772
E01032739,2025-12-01,13.350876525905772
E01032740,2020-01-01,5.753548080950345
E01032740,2020-02-01,5.913520187671415
E01032740,2020-03-01,5.947480960149932
E01032740,2020-04-01,5.954690554941032
E01032740,2020-05-01,5.956221093066593
E01032740,2020-06-01,5.956546013817574
E01032740,2020-07-01,5.956614991840829
E01032740,2020-08-01,5.95662963531213
E01032740,2020-09-01,5.95663274400156
E01032740,2020-10-01,5.956633403950951
E01032740,2020-11-01,5.95663354405282
E01032740,2020-12-01,5.956633573795303
E01032740,2021-01-01,5.95663358010939
E01032740,2021-02-01,5.956633581449818
E01032740,2021-03-01,5.956633581734381
E01032740,2021-04-01,5.956633581794791
E01032740,2021-05-01,5.9566335818076155
E01032740,2021-06-01,5.956633581810339
E01032740,2021-07-01,5.956633581810916
E01032740,2021-08-01,5.9566335818110385
E01032740,2021-09-01,5.956633581811065
E01032740,2021-10-01,5.9566335818110705
E01032740,2021-11-01,5.956633581811071
E01032740,2021-12-01,5.956633581811072
E01032740,2022-01-01,5.956633581811072
E01032740,2022-02-01,5.956633581811072
E01032740,2022-03-01,5.956633581811072
E01032740,2022-04-01,5.956633581811072
E01032740,2022-05-01,5.956633581811072
E01032740,2022-06-01,5.956633581811072
E01032740,2022-07-01,5.956633581811072
E01032740,2022-08-01,5.956633581811072
E01032740,2022-09-01,5.956633581811072
E01032740,2022-10-01,5.956633581811072
E01032740,2022-11-01,5.956633581811072
E01032740,2022-12-01,5.956633581811072
E01032740,2023-01-01,5.956633581811072
E01032740,2023-02-01,5.956633581811072
E01032740,2023-03-01,5.956633581811072
E01032740,2023-04-01,5.956633581811072
E01032740,2023-05-01,5.956633581811072
E01032740,2023-06-01,5.956633581811072
E01032740,2023-07-01,5.956633581811072
E01032740,2023-08-01,5.956633581811072
E01032740,2023-09-01,5.956633581811072
E01032740,2023-10-01,5.956633581811072
E01032740,2023-11-01,5.956633581811072
E01032740,2023-12-01,5.956633581811072
E01032740,2024-01-01,5.956633581811072
E01032740,2024-02-01,5.956633581811072
E01032740,2024-03-01,5.956633581811072
E01032740,2024-04-01,5.956633581811072
E01032740,2024-05-01,5.956633581811072
E01032740,2024-06-01,5.956633581811072
E01032740,2024-07-01,5.956633581811072
E01032740,2024-08-01,5.956633581811072
E01032740,2024-09-01,5.956633581811072
E01032740,2024-10-01,5.956633581811072
E01032740,2024-11-01,5.956633581811072
E01032740,2024-12-01,5.956633581811072
E01032740,2025-01-01,5.956633581811072
E01032740,2025-02-01,5.956633581811072
E01032740,2025-03-01,5.956633581811072
E01032740,2025-04-01,5.956633581811072
E01032740,2025-05-01,5.956633581811072
E01032740,2025-06-01,5.956633581811072
E01032740,2025-07-01,5.956633581811072
E01032740,2025-08-01,5.956633581811072
E01032740,2025-09-01,5.956633581811072
E01032740,2025-10-01,5.956633581811072
E01032740,2025-11-01,5.956633581811072
E01032740,2025-12-01,5.956633581811072
