LSOA code,year,Month_Num,Burglary_Count,IMD SCORE,EMPLOYMENT SCORE,EDUCATION SKILLS AND TRAINING SCORE,INCOME SCORE,BARRIERS TO HOUSING AND SERVICES SCORE,LIVING ENVIRONMENT SCORE,longitude,latitude
E01000790,2022,11,2,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,1,11,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,2,1,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,3,1,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,5,3,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,6,1,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,7,4,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,8,1,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,9,4,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,10,3,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,11,3,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2023,12,1,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2024,1,5,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2024,2,6,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2024,3,7,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2024,4,4,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2024,5,2,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2024,7,2,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2024,9,3,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000790,2024,11,2,13.639,0.062,4.591,0.079,26.017,38.34,0.0947115884553956,51.371345746052654
E01000797,2022,5,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2022,7,2,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2022,9,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2022,11,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,1,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,2,2,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,3,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,5,5,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,6,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,7,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,8,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,9,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,10,8,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,11,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2023,12,2,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2024,1,5,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2024,2,2,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2024,3,3,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2024,5,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2024,6,2,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2024,8,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2024,9,1,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000797,2024,10,2,13.477,0.065,2.98,0.055,26.769,26.241,-0.0397201349288132,51.41304784522837
E01000799,2022,4,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2022,5,2,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2022,6,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2022,8,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2022,9,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2022,10,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2022,11,2,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2022,12,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,2,3,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,3,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,4,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,5,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,6,2,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,7,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,8,4,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,9,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,10,5,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,11,2,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2023,12,2,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2024,2,2,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2024,4,2,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2024,5,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2024,6,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2024,7,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2024,9,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2024,10,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000799,2024,11,1,19.434,0.092,8.123,0.116,24.677,33.366,-0.0512180060525242,51.41250636452453
E01000804,2022,5,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2022,6,2,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2022,7,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2022,9,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2022,10,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2022,11,3,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2022,12,2,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,1,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,2,4,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,3,10,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,4,12,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,5,11,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,7,2,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,8,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,9,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,10,3,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2023,12,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2024,2,2,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2024,3,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2024,5,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2024,9,2,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2024,10,2,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000804,2024,11,1,8.331,0.042,2.85,0.05,21.758,23.168,-0.0409162644298951,51.42049563620016
E01000835,2022,5,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2022,7,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2022,9,2,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2022,12,4,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2023,1,4,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2023,2,2,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2023,4,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2023,6,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2023,7,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2023,9,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2023,10,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2023,11,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2023,12,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,1,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,2,3,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,3,3,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,4,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,5,2,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,6,4,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,8,2,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,9,1,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,10,2,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000835,2024,11,2,7.308,0.042,6.224,0.069,18.217,19.678,-0.0165208519983598,51.378223197563614
E01000843,2022,4,1,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2022,6,1,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2022,9,2,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2022,10,2,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2022,12,1,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2023,1,3,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2023,2,3,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2023,4,1,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2023,5,4,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2023,6,3,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2023,8,2,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2023,9,2,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2023,10,1,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2023,12,1,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2024,2,3,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2024,3,1,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2024,6,1,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2024,7,2,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2024,8,5,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000843,2024,10,1,13.567,0.054,5.168,0.124,22.127,33.509,-0.1623371991551447,51.547487773368346
E01000850,2022,4,2,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2022,5,1,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2022,6,6,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2022,7,3,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2022,8,4,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2022,9,3,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2022,10,4,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2022,11,3,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,1,4,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,2,6,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,3,1,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,4,6,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,6,3,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,7,3,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,8,3,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,9,7,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,10,7,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,11,2,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2023,12,2,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,1,1,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,2,3,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,3,8,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,4,3,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,5,5,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,6,4,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,7,2,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,8,2,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,9,2,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,10,7,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000850,2024,11,10,14.252,0.037,4.658,0.062,26.933,53.259,-0.1312623267673433,51.52050940330355
E01000851,2022,5,10,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2022,6,3,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2022,7,1,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2022,8,3,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2022,9,4,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2022,10,3,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2022,11,4,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2022,12,5,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,1,5,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,2,3,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,3,4,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,4,1,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,5,1,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,6,6,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,7,1,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,8,4,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,9,4,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,10,4,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,11,4,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2023,12,12,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,1,6,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,2,4,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,3,1,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,4,2,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,5,11,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,6,8,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,7,6,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,8,3,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,9,1,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,10,5,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000851,2024,11,8,14.959,0.03,6.938,0.043,25.463,73.954,-0.1368781746127996,51.52038413754531
E01000853,2022,6,2,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2022,8,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2022,10,5,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2022,11,2,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2022,12,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2023,1,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2023,5,2,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2023,6,2,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2023,7,2,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2023,8,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2023,9,2,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2023,11,2,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2023,12,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2024,1,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2024,2,3,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2024,3,3,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2024,4,2,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2024,5,2,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2024,6,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2024,7,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2024,8,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000853,2024,9,1,30.826,0.177,11.128,0.226,21.208,37.016,-0.1245210028841678,51.52470768493944
E01000855,2022,4,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2022,5,4,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2022,6,3,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2022,8,5,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2022,9,3,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2022,10,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2022,11,5,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2022,12,5,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,1,5,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,2,3,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,3,4,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,4,1,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,5,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,6,6,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,7,9,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,8,8,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,9,6,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,10,5,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,11,7,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2023,12,5,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,1,3,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,2,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,3,5,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,4,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,5,3,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,6,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,7,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,8,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,9,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,10,3,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000855,2024,11,2,14.66,0.038,5.262,0.048,29.218,55.455,-0.1255473528534221,51.52033988646303
E01000856,2022,4,3,31.404,0.131,13.089,0.209,22.519,32.37,-0.1418108649100561,51.54187860224642
E01000856,2022,5,2,31.404,0.131,13.089,0.209,22.519,32.37,-0.1418108649100561,51.54187860224642
E01000856,2022,6,1,31.404,0.131,13.089,0.209,22.519,32.37,-0.1418108649100561,51.54187860224642
E01000856,2022,8,2,31.404,0.131,13.089,0.209,22.519,32.37,-0.1418108649100561,51.54187860224642
E01000856,2022,9,1,31.404,0.131,13.089,0.209,22.519,32.37,-0.1418108649100561,51.54187860224642
E01000856,2022,10,3,31.404,0.131,13.089,0.209,22.519,32.37,-0.1418108649100561,51.54187860224642
E01000856,2022,11,1,31.404,0.131,13.089,0.209,22.519,32.37,-0.1418108649100561,51.54187860224642
