LSOA code,Year,Month_Num,Burglary_Count,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Other Asian","Asian, Asian British or Asian Welsh: Pakistani","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Does not apply_x,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Other ethnic group: Any other ethnic group,Other ethnic group: Arab,"White: English, Welsh, Scottish, Northern Irish or British",White: Gypsy or Irish Traveller,White: Irish,White: Other White,White: Roma,Does not apply_y,"L1, L2 and L3: Higher managerial, administrative and professional occupations",L10 and L11: Lower supervisory and technical occupations,L12: Semi-routine occupations,L13: Routine occupations,L14.1 and L14.2: Never worked and long-term unemployed,L15: Full-time students,"L4, L5 and L6: Lower managerial, administrative and professional occupations",L7: Intermediate occupations,L8 and L9: Small employers and own account workers,School_Count,Precise_Daylight_Hours
E01000005,2018,11,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.4
E01000005,2018,12,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,7.93
E01000005,2019,1,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.07
E01000005,2019,2,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,9.93
E01000005,2019,3,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,11.93
E01000005,2019,4,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,13.93
E01000005,2019,5,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.87
E01000005,2019,6,4,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,16.37
E01000005,2019,7,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.8
E01000005,2019,8,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,14.4
E01000005,2019,9,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,12.43
E01000005,2019,10,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,10.5
E01000005,2019,11,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.4
E01000005,2019,12,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,7.93
E01000005,2020,1,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.07
E01000005,2020,3,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,11.93
E01000005,2020,4,9,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,13.93
E01000005,2020,5,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.87
E01000005,2020,7,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.8
E01000005,2020,9,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,12.43
E01000005,2020,12,5,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,7.93
E01000005,2021,1,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.07
E01000005,2021,4,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,13.93
E01000005,2021,5,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.87
E01000005,2021,6,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,16.37
E01000005,2021,7,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.8
E01000005,2021,8,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,14.4
E01000005,2021,9,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,12.43
E01000005,2021,10,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,10.5
E01000005,2021,11,4,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.4
E01000005,2021,12,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,7.93
E01000005,2022,1,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.07
E01000005,2022,2,8,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,9.93
E01000005,2022,3,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,11.93
E01000005,2022,4,5,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,13.93
E01000005,2022,5,8,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.87
E01000005,2022,6,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,16.37
E01000005,2022,7,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.8
E01000005,2022,8,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,14.4
E01000005,2022,9,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,12.43
E01000005,2022,10,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,10.5
E01000005,2022,11,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.4
E01000005,2022,12,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,7.93
E01000005,2023,1,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.07
E01000005,2023,2,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,9.93
E01000005,2023,3,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,11.93
E01000005,2023,4,6,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,13.93
E01000005,2023,6,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,16.37
E01000005,2023,7,5,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.8
E01000005,2023,8,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,14.4
E01000005,2023,9,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,12.43
E01000005,2023,10,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,10.5
E01000005,2023,11,6,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.4
E01000005,2023,12,4,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,7.93
E01000005,2024,1,4,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.07
E01000005,2024,2,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,9.93
E01000005,2024,3,6,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,11.93
E01000005,2024,4,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,13.93
E01000005,2024,5,2,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.87
E01000005,2024,6,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,16.37
E01000005,2024,7,4,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,15.8
E01000005,2024,8,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,14.4
E01000005,2024,9,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,12.43
E01000005,2024,10,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,10.5
E01000005,2024,11,5,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,8.4
E01000005,2024,12,1,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,7.93
E01000005,2025,2,3,263,35,24,31,1,77,27,15,0,32,16,11,20,101,24,255,0,17,148,4,139,144,42,102,103,151,163,140,60,57,0.0,9.93
E01000914,2016,11,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,8.4
E01000914,2016,12,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,7.93
E01000914,2017,1,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,8.07
E01000914,2018,1,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,8.07
E01000914,2018,5,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,15.87
E01000914,2019,3,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,11.93
E01000914,2019,5,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,15.87
E01000914,2019,9,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,12.43
E01000914,2021,3,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,11.93
E01000914,2022,2,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,9.93
E01000914,2025,2,1,64,129,43,48,10,82,10,16,0,37,27,17,6,54,32,486,0,16,334,4,111,331,23,59,66,88,323,223,81,115,2.0,9.93
E01000916,2022,1,1,181,118,39,62,11,157,27,20,0,39,39,24,28,66,28,538,2,41,420,14,188,420,34,121,88,157,277,320,126,121,0.0,8.07
E01000917,2023,3,1,312,37,32,55,16,174,25,39,0,39,25,20,27,98,24,444,0,41,242,5,292,175,42,143,133,257,157,229,102,122,1.0,11.93
E01002704,2017,5,1,44,94,76,70,7,277,61,42,0,61,36,30,40,178,45,776,0,54,462,3,332,519,64,121,138,198,336,342,150,156,2.0,15.87
E01002704,2018,5,1,44,94,76,70,7,277,61,42,0,61,36,30,40,178,45,776,0,54,462,3,332,519,64,121,138,198,336,342,150,156,2.0,15.87
E01002704,2018,7,1,44,94,76,70,7,277,61,42,0,61,36,30,40,178,45,776,0,54,462,3,332,519,64,121,138,198,336,342,150,156,2.0,15.8
E01002704,2019,11,1,44,94,76,70,7,277,61,42,0,61,36,30,40,178,45,776,0,54,462,3,332,519,64,121,138,198,336,342,150,156,2.0,8.4
E01002704,2021,9,1,44,94,76,70,7,277,61,42,0,61,36,30,40,178,45,776,0,54,462,3,332,519,64,121,138,198,336,342,150,156,2.0,12.43
E01002706,2019,4,1,46,78,27,62,5,187,39,30,0,46,43,15,33,105,39,875,0,42,354,11,346,346,54,133,132,168,252,325,141,142,0.0,13.93
E01004212,2018,10,1,789,154,47,46,33,64,16,20,0,44,33,7,12,68,24,493,0,39,324,18,379,366,66,141,94,216,418,304,117,125,0.0,10.5
E01004287,2024,7,1,1186,32,43,60,33,81,32,17,0,32,23,10,10,45,28,381,2,19,208,12,518,178,95,164,165,381,206,256,154,137,0.0,15.8
E01004293,2017,9,1,170,67,67,42,7,13,19,3,0,32,34,10,14,62,14,887,2,50,479,15,191,718,52,76,65,124,82,454,116,109,1.0,12.43
E01004293,2018,12,1,170,67,67,42,7,13,19,3,0,32,34,10,14,62,14,887,2,50,479,15,191,718,52,76,65,124,82,454,116,109,1.0,7.93
E01004293,2022,3,1,170,67,67,42,7,13,19,3,0,32,34,10,14,62,14,887,2,50,479,15,191,718,52,76,65,124,82,454,116,109,1.0,11.93
E01004307,2017,3,1,217,141,185,84,19,56,16,12,0,64,46,14,12,87,46,555,6,46,712,17,130,705,38,69,50,98,679,357,86,124,0.0,11.93
E01004307,2018,2,1,217,141,185,84,19,56,16,12,0,64,46,14,12,87,46,555,6,46,712,17,130,705,38,69,50,98,679,357,86,124,0.0,9.93
E01004307,2019,5,1,217,141,185,84,19,56,16,12,0,64,46,14,12,87,46,555,6,46,712,17,130,705,38,69,50,98,679,357,86,124,0.0,15.87
E01004307,2022,2,1,217,141,185,84,19,56,16,12,0,64,46,14,12,87,46,555,6,46,712,17,130,705,38,69,50,98,679,357,86,124,0.0,9.93
E01004307,2023,10,1,217,141,185,84,19,56,16,12,0,64,46,14,12,87,46,555,6,46,712,17,130,705,38,69,50,98,679,357,86,124,0.0,10.5
E01004307,2023,12,1,217,141,185,84,19,56,16,12,0,64,46,14,12,87,46,555,6,46,712,17,130,705,38,69,50,98,679,357,86,124,0.0,7.93
E01004310,2019,8,1,884,87,33,51,20,75,13,16,0,17,31,6,12,32,20,274,0,19,420,12,286,350,56,145,93,290,250,320,131,98,1.0,14.4
E01004310,2022,6,1,884,87,33,51,20,75,13,16,0,17,31,6,12,32,20,274,0,19,420,12,286,350,56,145,93,290,250,320,131,98,1.0,16.37
E01004436,2019,12,1,28,10,183,42,192,72,67,35,0,39,15,11,29,49,15,460,0,54,222,7,250,238,42,104,95,157,98,299,100,146,0.0,7.93
E01004735,2018,4,1,40,259,62,96,10,90,32,8,0,58,37,24,24,65,45,652,0,44,469,8,210,427,46,80,87,159,394,350,127,147,1.0,13.93
E01004735,2020,1,1,40,259,62,96,10,90,32,8,0,58,37,24,24,65,45,652,0,44,469,8,210,427,46,80,87,159,394,350,127,147,1.0,8.07
E01004735,2020,2,1,40,259,62,96,10,90,32,8,0,58,37,24,24,65,45,652,0,44,469,8,210,427,46,80,87,159,394,350,127,147,1.0,9.93
E01004735,2023,8,1,40,259,62,96,10,90,32,8,0,58,37,24,24,65,45,652,0,44,469,8,210,427,46,80,87,159,394,350,127,147,1.0,14.4
E01032739,2016,5,13,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.87
E01032739,2016,6,7,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,16.37
E01032739,2016,7,11,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.8
E01032739,2016,8,11,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,14.4
E01032739,2016,9,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,12.43
E01032739,2016,10,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,10.5
E01032739,2016,11,10,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.4
E01032739,2016,12,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,7.93
E01032739,2017,1,13,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.07
E01032739,2017,2,11,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,9.93
E01032739,2017,3,8,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,11.93
E01032739,2017,4,9,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,13.93
E01032739,2017,5,16,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.87
E01032739,2017,6,5,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,16.37
E01032739,2017,7,6,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.8
E01032739,2017,8,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,14.4
E01032739,2017,9,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,12.43
E01032739,2017,10,17,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,10.5
E01032739,2017,11,22,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.4
E01032739,2017,12,14,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,7.93
E01032739,2018,1,12,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.07
E01032739,2018,2,10,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,9.93
E01032739,2018,3,20,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,11.93
E01032739,2018,4,19,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,13.93
E01032739,2018,5,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.87
E01032739,2018,6,27,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,16.37
E01032739,2018,7,12,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.8
E01032739,2018,8,21,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,14.4
E01032739,2018,9,7,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,12.43
E01032739,2018,10,9,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,10.5
E01032739,2018,11,11,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.4
E01032739,2018,12,24,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,7.93
E01032739,2019,1,14,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.07
E01032739,2019,2,19,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,9.93
E01032739,2019,3,18,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,11.93
E01032739,2019,4,19,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,13.93
E01032739,2019,5,20,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.87
E01032739,2019,6,18,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,16.37
E01032739,2019,7,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.8
E01032739,2019,8,20,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,14.4
E01032739,2019,9,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,12.43
E01032739,2019,10,12,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,10.5
E01032739,2019,11,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.4
E01032739,2019,12,20,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,7.93
E01032739,2020,1,20,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.07
E01032739,2020,2,10,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,9.93
E01032739,2020,3,10,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,11.93
E01032739,2020,4,12,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,13.93
E01032739,2020,5,6,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.87
E01032739,2020,6,7,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,16.37
E01032739,2020,7,8,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.8
E01032739,2020,8,8,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,14.4
E01032739,2020,9,12,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,12.43
E01032739,2020,10,10,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,10.5
E01032739,2020,11,3,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.4
E01032739,2020,12,2,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,7.93
E01032739,2021,1,2,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.07
E01032739,2021,2,2,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,9.93
E01032739,2021,3,2,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,11.93
E01032739,2021,4,7,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,13.93
E01032739,2021,5,6,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.87
E01032739,2021,6,7,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,16.37
E01032739,2021,7,11,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.8
