LSOA code,Year,Month_Num,Burglary_Count,Precise_Daylight_Hours,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Other Asian","Asian, Asian British or Asian Welsh: Pakistani","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Does not apply_x,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Other ethnic group: Any other ethnic group,Other ethnic group: Arab,"White: English, Welsh, Scottish, Northern Irish or British",White: Gypsy or Irish Traveller,White: Irish,White: Other White,White: Roma,A caravan or other mobile or temporary structure,"Flat, maisonette or apartment",Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced,Does not apply_y,Owned: Owns outright,Owned: Owns with a mortgage or loan or shared ownership,Private rented or lives rent free,Rented: Social rented,Does not apply_x.1,Over 0.5 and up to 1.0 people per room,Over 1.0 and up to 1.5 people per room,Over 1.5 people per room,Up to and including 0.5 people per room,"A, B, D, E Agriculture, energy and water",C Manufacturing,Does not apply_y.1,F Construction,"G, I Distribution, hotels and restaurants","H, J Transport and communication","K, L, M, N Financial, real estate, professional and administrative activities","O, P, Q Public administration, education and health","R, S, T, U Other",Does not apply,"L1, L2 and L3: Higher managerial, administrative and professional occupations",L10 and L11: Lower supervisory and technical occupations,L12: Semi-routine occupations,L13: Routine occupations,L14.1 and L14.2: Never worked and long-term unemployed,L15: Full-time students,"L4, L5 and L6: Lower managerial, administrative and professional occupations",L7: Intermediate occupations,L8 and L9: Small employers and own account workers
E01032739,2011,9,20,12.43,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2011,10,13,10.5,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2011,11,13,8.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2011,12,6,7.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,1,16,8.07,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,2,10,9.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,3,5,11.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,4,15,13.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,5,16,15.87,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,6,28,16.37,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,7,27,15.8,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,8,11,14.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,9,7,12.43,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,10,16,10.5,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,11,13,8.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2012,12,22,7.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,1,18,8.07,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,2,10,9.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,3,7,11.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,4,19,13.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,5,17,15.87,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,6,12,16.37,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,7,34,15.8,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,8,9,14.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,9,13,12.43,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,10,12,10.5,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,11,10,8.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2013,12,9,7.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,1,12,8.07,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,2,11,9.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,3,14,11.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,4,12,13.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,5,19,15.87,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,6,7,16.37,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,7,7,15.8,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,8,17,14.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,9,17,12.43,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,10,8,10.5,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,11,3,8.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2014,12,5,7.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,1,7,8.07,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,2,8,9.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,3,9,11.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,4,13,13.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,5,12,15.87,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,6,10,16.37,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,7,9,15.8,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,8,8,14.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,9,8,12.43,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,10,13,10.5,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,11,9,8.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2015,12,14,7.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2016,1,9,8.07,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2016,2,5,9.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2016,3,5,11.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2016,4,10,13.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
