LSOA code,Year,Month_Num,Burglary_Count,Precise_Daylight_Hours,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Other Asian","Asian, Asian British or Asian Welsh: Pakistani","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Does not apply_x,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Other ethnic group: Any other ethnic group,Other ethnic group: Arab,"White: English, Welsh, Scottish, Northern Irish or British",White: Gypsy or Irish Traveller,White: Irish,White: Other White,White: Roma,A caravan or other mobile or temporary structure,"Flat, maisonette or apartment",Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced,Does not apply_y,Owned: Owns outright,Owned: Owns with a mortgage or loan or shared ownership,Private rented or lives rent free,Rented: Social rented,Does not apply_x.1,Over 0.5 and up to 1.0 people per room,Over 1.0 and up to 1.5 people per room,Over 1.5 people per room,Up to and including 0.5 people per room,"A, B, D, E Agriculture, energy and water",C Manufacturing,Does not apply_y.1,F Construction,"G, I Distribution, hotels and restaurants","H, J Transport and communication","K, L, M, N Financial, real estate, professional and administrative activities","O, P, Q Public administration, education and health","R, S, T, U Other",Does not apply,"L1, L2 and L3: Higher managerial, administrative and professional occupations",L10 and L11: Lower supervisory and technical occupations,L12: Semi-routine occupations,L13: Routine occupations,L14.1 and L14.2: Never worked and long-term unemployed,L15: Full-time students,"L4, L5 and L6: Lower managerial, administrative and professional occupations",L7: Intermediate occupations,L8 and L9: Small employers and own account workers
E01000005,2013,4,4,13.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2013,5,1,15.87,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2013,6,2,16.37,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2013,7,6,15.8,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2013,8,1,14.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2013,9,2,12.43,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2013,11,1,8.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2013,12,1,7.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2014,1,2,8.07,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2014,3,1,11.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2014,5,1,15.87,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2014,6,1,16.37,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2014,7,1,15.8,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2014,10,1,10.5,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2014,11,4,8.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,1,2,8.07,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,2,2,9.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,3,4,11.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,4,3,13.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,5,3,15.87,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,6,3,16.37,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,7,1,15.8,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,8,1,14.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,10,1,10.5,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2015,11,2,8.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,3,1,11.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,4,1,13.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,5,1,15.87,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,6,1,16.37,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,7,4,15.8,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,8,1,14.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,9,4,12.43,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,10,7,10.5,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,11,2,8.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2016,12,6,7.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2017,1,3,8.07,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2017,2,1,9.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2017,3,2,11.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2017,4,1,13.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2017,7,6,15.8,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2017,8,1,14.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2017,9,2,12.43,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2017,11,2,8.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,1,2,8.07,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,2,4,9.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,3,5,11.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,4,1,13.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,5,1,15.87,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,6,4,16.37,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,7,1,15.8,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,8,1,14.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,10,1,10.5,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,11,1,8.4,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2018,12,1,7.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2019,1,1,8.07,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
E01000005,2019,2,3,9.93,263.0,35.0,24.0,31.0,1.0,77.0,27.0,15.0,0.0,32.0,16.0,11.0,20.0,101.0,24.0,255.0,0.0,17.0,148.0,4.0,0.0,478.0,0.0,0.0,2.0,0.0,19.0,22.0,105.0,334.0,0.0,215.0,47.0,25.0,193.0,1.0,3.0,602.0,14.0,85.0,49.0,177.0,138.0,31.0,139.0,144.0,42.0,102.0,103.0,151.0,163.0,140.0,60.0,57.0
