LSOA21CD,Latitude,Longitude
E01000933,51.54051,-0.19175
E01000934,51.54001,-0.1806
E01000935,51.54,-0.18534
E01000937,51.52505,-0.12108
E01000938,51.52927,-0.11688
E01000939,51.52833,-0.12094
E01000941,51.52787,-0.12305
E01000942,51.5282,-0.12623
E01000943,51.52611,-0.12687
E01000944,51.5271,-0.14302
E01000946,51.5303,-0.14655
E01000947,51.53464,-0.13768
E01000948,51.53491,-0.14503
E01000949,51.53109,-0.14293
E01000951,51.52875,-0.14147
E01000952,51.53393,-0.13356
E01000954,51.53203,-0.13698
E01000955,51.53098,-0.13289
E01000956,51.52985,-0.12763
E01000957,51.54099,-0.13406
E01000958,51.53753,-0.13288
E01000959,51.53673,-0.1379
E01000960,51.54477,-0.1795
E01000961,51.54193,-0.17759
E01000962,51.54325,-0.18257
E01000963,51.54105,-0.17225
E01000964,51.54577,-0.18541
E01000965,51.54237,-0.19071
E01000966,51.54256,-0.1838
E01000967,51.53913,-0.16578
E01000968,51.54489,-0.19263
E01000969,51.55102,-0.18774
E01000970,51.55028,-0.19343
E01000971,51.55053,-0.19632
E01000972,51.54883,-0.18388
E01000973,51.54724,-0.19105
E01000974,51.54737,-0.19933
E01000975,51.37757,-0.0893
E01000976,51.38166,-0.08813
E01000977,51.37784,-0.07517
E01000978,51.37723,-0.08012
E01000979,51.37727,-0.08403
E01000980,51.38642,-0.08165
E01000981,51.38453,-0.07448
E01000982,51.38388,-0.08154
E01000983,51.38173,-0.07657
E01000984,51.38211,-0.08328
E01000985,51.38062,-0.06008
E01000986,51.37702,-0.06941
E01000987,51.38105,-0.06581
E01000989,51.38969,-0.04752
E01000990,51.38807,-0.05972
E01000991,51.38413,-0.04859
E01000992,51.38495,-0.05975
E01000993,51.3835,-0.06974
E01000994,51.40219,-0.11025
E01000995,51.39974,-0.11549
E01000996,51.40016,-0.10942
E01000997,51.39767,-0.1074
E01000998,51.39927,-0.10443
E01000999,51.39758,-0.11235
E01001000,51.39663,-0.10198
E01001001,51.39466,-0.09654
E01001002,51.3941,-0.10736
E01001003,51.39348,-0.1011
E01001004,51.39154,-0.10466
E01001005,51.38369,-0.11108
E01001006,51.38272,-0.1254
E01001007,51.38733,-0.12777
E01001008,51.38387,-0.11771
E01001009,51.38466,-0.11383
E01001010,51.37821,-0.11826
E01001011,51.38224,-0.10877
E01001012,51.38175,-0.10261
E01001013,51.37937,-0.10669
E01001015,51.31381,-0.13327
E01001016,51.31907,-0.12615
E01001017,51.30677,-0.1393
E01001018,51.30827,-0.11258
E01001019,51.30976,-0.12824
E01001020,51.30443,-0.12093
E01001021,51.29378,-0.12054
E01001022,51.29874,-0.10453
E01001023,51.3193,-0.13729
E01001024,51.32013,-0.14506
E01001025,51.32049,-0.15544
E01001026,51.31645,-0.15547
E01001027,51.31023,-0.14908
E01001028,51.32992,-0.13916
E01001029,51.33544,-0.12624
E01001030,51.3297,-0.13114
E01001031,51.32501,-0.14017
E01001032,51.34857,-0.084
E01001033,51.35005,-0.10097
E01001034,51.35097,-0.09292
E01001035,51.36402,-0.08971
E01001036,51.35989,-0.07899
E01001037,51.36005,-0.09535
E01001038,51.35954,-0.09018
E01001039,51.35425,-0.08605
E01001040,51.35605,-0.09609
E01001041,51.35385,-0.10042
E01001042,51.37102,-0.10366
E01001044,51.36837,-0.08752
E01001046,51.37201,-0.08293
E01001047,51.36536,-0.09576
E01001049,51.3688,-0.07388
E01001050,51.37342,-0.0868
E01001051,51.35675,-0.0225
E01001052,51.35877,-0.01763
E01001053,51.34843,-0.01425
E01001054,51.35359,-0.02293
E01001055,51.35419,-0.01331
E01001056,51.35116,-0.01559
E01001057,51.34831,-0.01997
E01001058,51.34612,-0.03478
E01001059,51.34617,-0.04545
E01001060,51.33961,-0.02959
E01001061,51.35139,-0.0481
E01001062,51.37189,-0.05796
E01001063,51.37148,-0.04612
E01001064,51.36018,-0.04584
E01001065,51.35376,-0.03108
E01001066,51.34906,-0.05216
E01001067,51.32601,-0.11552
E01001068,51.32189,-0.09519
E01001069,51.32395,-0.10942
E01001070,51.31811,-0.11254
E01001071,51.31387,-0.08819
E01001072,51.30856,-0.10059
E01001073,51.33324,-0.11683
E01001074,51.33035,-0.12335
E01001075,51.32537,-0.1035
E01001076,51.3398,-0.00936
E01001077,51.34456,-0.01512
E01001078,51.34427,-0.02139
E01001079,51.34103,-0.00308
E01001080,51.33796,-0.01365
E01001081,51.33392,-0.00535
E01001082,51.34698,-0.0102
E01001083,51.41347,-0.1156
E01001084,51.41862,-0.11288
E01001085,51.41143,-0.12516
E01001086,51.40515,-0.11441
E01001087,51.41033,-0.11711
E01001088,51.40574,-0.12882
E01001089,51.40884,-0.12626
E01001090,51.40595,-0.12156
E01001091,51.40219,-0.12341
E01001092,51.34343,-0.1218
E01001093,51.3439,-0.11002
E01001094,51.34011,-0.13452
E01001095,51.34503,-0.10437
E01001096,51.33995,-0.1032
E01001097,51.33697,-0.11396
E01001098,51.33513,-0.10652
E01001099,51.3311,-0.10863
E01001100,51.34583,-0.09835
E01001101,51.3338,-0.08931
E01001102,51.33642,-0.07926
E01001103,51.32917,-0.07465
E01001104,51.32826,-0.0901
E01001105,51.32496,-0.06558
E01001106,51.32161,-0.06285
E01001107,51.34185,-0.09362
E01001108,51.34082,-0.08143
E01001109,51.3879,-0.0879
E01001110,51.38344,-0.09962
E01001111,51.39698,-0.08805
E01001112,51.39409,-0.08284
E01001113,51.39285,-0.08901
E01001114,51.39246,-0.09382
E01001115,51.38787,-0.10115
E01001116,51.38941,-0.09555
E01001118,51.38533,-0.09668
E01001119,51.34046,-0.04795
E01001120,51.34219,-0.0584
E01001121,51.33417,-0.05717
E01001122,51.35779,-0.06804
E01001123,51.35351,-0.06062
E01001124,51.34519,-0.07317
E01001125,51.34397,-0.06415
E01001126,51.34501,-0.05104
E01001127,51.3694,-0.03594
E01001128,51.37066,-0.02693
E01001129,51.37198,-0.04069
E01001130,51.36707,-0.02735
E01001131,51.38712,-0.04057
E01001132,51.38072,-0.04286
E01001133,51.37603,-0.04132
E01001134,51.37848,-0.05212
E01001135,51.37358,-0.03034
E01001136,51.39662,-0.07888
E01001137,51.41351,-0.08487
E01001138,51.41211,-0.0766
E01001139,51.40261,-0.08334
E01001140,51.408,-0.0809
E01001141,51.40445,-0.07358
E01001142,51.40272,-0.07667
E01001143,51.40262,-0.0693
E01001144,51.39986,-0.08087
E01001145,51.39946,-0.07373
E01001146,51.40556,-0.09567
E01001147,51.40617,-0.10436
E01001148,51.40775,-0.09603
E01001149,51.40706,-0.0899
E01001150,51.40232,-0.08784
E01001151,51.40352,-0.10425
E01001152,51.40293,-0.09925
E01001153,51.40214,-0.09484
E01001154,51.39927,-0.09172
E01001155,51.39759,-0.09662
E01001156,51.4155,-0.09129
E01001157,51.41421,-0.10666
E01001158,51.41022,-0.09072
E01001159,51.41475,-0.09999
E01001160,51.41086,-0.10227
E01001161,51.40873,-0.11055
E01001162,51.41976,-0.09402
E01001163,51.42015,-0.10118
E01001164,51.41839,-0.08527
E01001165,51.37174,-0.11427
E01001166,51.36927,-0.1063
E01001167,51.36616,-0.11513
E01001168,51.36926,-0.1136
E01001169,51.36088,-0.11042
E01001170,51.36433,-0.10168
E01001171,51.362,-0.10531
E01001172,51.35788,-0.11817
E01001173,51.35443,-0.10825
E01001174,51.39423,-0.1218
E01001175,51.3929,-0.1111
E01001176,51.3923,-0.11762
E01001177,51.39148,-0.12779
E01001178,51.39008,-0.11027
E01001179,51.38925,-0.11776
E01001180,51.38693,-0.11969
E01001181,51.38813,-0.11146
E01001182,51.39961,-0.12052
E01001183,51.3956,-0.11377
E01001184,51.39792,-0.12264
E01001185,51.3872,-0.06856
E01001186,51.39148,-0.07125
E01001187,51.3878,-0.07716
E01001188,51.39394,-0.07489
E01001189,51.3902,-0.06226
E01001190,51.39901,-0.06135
E01001191,51.39597,-0.07075
E01001192,51.39667,-0.0667
E01001193,51.39085,-0.07614
E01001194,51.39466,-0.05866
E01001195,51.52024,-0.27323
E01001196,51.51733,-0.26387
E01001197,51.51415,-0.27555
E01001198,51.5147,-0.26371
E01001199,51.51393,-0.27047
E01001200,51.5108,-0.26346
E01001201,51.51187,-0.26676
E01001202,51.50923,-0.27104
E01001203,51.50819,-0.26539
E01001204,51.51962,-0.32552
E01001205,51.51643,-0.32786
E01001206,51.52145,-0.33021
E01001207,51.5157,-0.32352
E01001208,51.52577,-0.32483
E01001209,51.52853,-0.3143
E01001210,51.52781,-0.33011
E01001211,51.52429,-0.31164
E01001212,51.52318,-0.31928
E01001213,51.51515,-0.37623
E01001214,51.51631,-0.36639
E01001215,51.51303,-0.37507
E01001216,51.51245,-0.36781
E01001217,51.52192,-0.36394
E01001218,51.52121,-0.35785
E01001219,51.51728,-0.36174
E01001220,51.51527,-0.35445
E01001223,51.52084,-0.30024
E01001224,51.51901,-0.31956
E01001225,51.51825,-0.30255
E01001226,51.52006,-0.30992
E01001227,51.51767,-0.3156
E01001228,51.5152,-0.31196
E01001229,51.50217,-0.29955
E01001230,51.50605,-0.30234
E01001231,51.50403,-0.28738
E01001232,51.50507,-0.29415
E01001233,51.50018,-0.30357
E01001234,51.50918,-0.29178
E01001235,51.51367,-0.29522
E01001236,51.51044,-0.30119
E01001237,51.50842,-0.29612
E01001239,51.5227,-0.25602
E01001240,51.51853,-0.25296
E01001241,51.50984,-0.25724
E01001242,51.51212,-0.25841
E01001243,51.51106,-0.24868
E01001244,51.50773,-0.25722
E01001245,51.50647,-0.24835
E01001246,51.52974,-0.25756
E01001247,51.52502,-0.27475
E01001248,51.50003,-0.33487
E01001249,51.51163,-0.32279
E01001250,51.50983,-0.32941
E01001251,51.50999,-0.33945
E01001252,51.50764,-0.33602
E01001253,51.50346,-0.33689
E01001254,51.50562,-0.34132
E01001255,51.5049,-0.33014
E01001257,51.53381,-0.37643
E01001258,51.5331,-0.36544
E01001259,51.52966,-0.36052
E01001260,51.53028,-0.34846
E01001261,51.5264,-0.35324
E01001262,51.53537,-0.36774
E01001263,51.53846,-0.37289
E01001264,51.5356,-0.36123
E01001265,51.54151,-0.3582
E01001266,51.54036,-0.33797
E01001267,51.5351,-0.3486
E01001268,51.53458,-0.35589
E01001269,51.55037,-0.34294
E01001270,51.54829,-0.3545
E01001271,51.5494,-0.34978
E01001272,51.54229,-0.34837
E01001273,51.51985,-0.28762
E01001274,51.52009,-0.28269
E01001275,51.51863,-0.29484
E01001276,51.53506,-0.28313
E01001277,51.53104,-0.29614
E01001278,51.5268,-0.28897
E01001279,51.52776,-0.30224
E01001280,51.52482,-0.29451
E01001281,51.52684,-0.3066
E01001282,51.52467,-0.33466
E01001283,51.52553,-0.34011
E01001284,51.52204,-0.34545
E01001285,51.52089,-0.33957
E01001286,51.5196,-0.33361
E01001287,51.52055,-0.34356
E01001288,51.51685,-0.33815
E01001289,51.51543,-0.33334
E01001290,51.51409,-0.34365
E01001291,51.52809,-0.36559
E01001292,51.52612,-0.36036
E01001293,51.52594,-0.36764
E01001294,51.52649,-0.37395
E01001295,51.52409,-0.37062
E01001296,51.52054,-0.3696
E01001297,51.51926,-0.37838
E01001298,51.51763,-0.37248
E01001299,51.49888,-0.32484
E01001300,51.49824,-0.31138
E01001301,51.49746,-0.30258
E01001302,51.49645,-0.3181
E01001303,51.50071,-0.31093
E01001304,51.49432,-0.30903
E01001305,51.50288,-0.3264
E01001306,51.50013,-0.31961
E01001307,51.54763,-0.33502
E01001308,51.54675,-0.31785
E01001309,51.5561,-0.35139
E01001310,51.55611,-0.35788
E01001311,51.55517,-0.34347
E01001312,51.55383,-0.33471
E01001313,51.55244,-0.32536
E01001314,51.54832,-0.32774
E01001315,51.55197,-0.35755
E01001316,51.55463,-0.36344
E01001317,51.5519,-0.37494
E01001318,51.55145,-0.3664
E01001319,51.54918,-0.36114
E01001320,51.54905,-0.38609
E01001321,51.54613,-0.37804
E01001322,51.5445,-0.36545
E01001323,51.54481,-0.37229
E01001324,51.53911,-0.37975
E01001325,51.53794,-0.40997
E01001326,51.54315,-0.38693
E01001327,51.53965,-0.39598
E01001328,51.53705,-0.38691
E01001329,51.53582,-0.39908
E01001330,51.5337,-0.38442
E01001331,51.53316,-0.3924
E01001332,51.53133,-0.38256
E01001333,51.50284,-0.37667
E01001334,51.50052,-0.37037
E01001335,51.49635,-0.36713
E01001336,51.49357,-0.37288
E01001337,51.50445,-0.34835
E01001338,51.50615,-0.36832
E01001339,51.50368,-0.36417
E01001340,51.5065,-0.35207
E01001341,51.54005,-0.31221
E01001342,51.54184,-0.31017
E01001343,51.54049,-0.3186
E01001344,51.53797,-0.32466
E01001345,51.53771,-0.30874
E01001346,51.53682,-0.33418
E01001347,51.53402,-0.31627
E01001348,51.53344,-0.32748
E01001349,51.53152,-0.3358
E01001350,51.51241,-0.28159
E01001351,51.50808,-0.27542
E01001352,51.50952,-0.28446
E01001353,51.50437,-0.27814
E01001354,51.50778,-0.28149
E01001355,51.50437,-0.26696
E01001356,51.50472,-0.27242
E01001357,51.50146,-0.27085
E01001358,51.50038,-0.27481
E01001359,51.51231,-0.38502
E01001360,51.50967,-0.38053
E01001361,51.50899,-0.37207
E01001362,51.50719,-0.38259
E01001363,51.51338,-0.38707
E01001364,51.51605,-0.38316
E01001365,51.50787,-0.39018
E01001366,51.50208,-0.39375
E01001367,51.50023,-0.38382
E01001368,51.50069,-0.3914
E01001369,51.49879,-0.37969
E01001370,51.49954,-0.40263
E01001371,51.49734,-0.3875
E01001372,51.49728,-0.3829
E01001373,51.50309,-0.38592
E01001374,51.49994,-0.26755
E01001375,51.50173,-0.25942
E01001376,51.50289,-0.26252
E01001377,51.4977,-0.25827
E01001379,51.49942,-0.26095
E01001380,51.49681,-0.27016
E01001381,51.50509,-0.25773
E01001382,51.50428,-0.3134
E01001383,51.50634,-0.32444
E01001384,51.50538,-0.31952
E01001385,51.50196,-0.31564
E01001386,51.50703,-0.30924
E01001387,51.50919,-0.31427
E01001388,51.50895,-0.3177
E01001389,51.50838,-0.32576
E01001390,51.61117,-0.12361
E01001391,51.61045,-0.11324
E01001392,51.6117,-0.13141
E01001393,51.61042,-0.11896
E01001394,51.6116,-0.1078
E01001395,51.61059,-0.09645
E01001396,51.6095,-0.10832
E01001397,51.61398,-0.09811
E01001398,51.63934,-0.07239
E01001399,51.63531,-0.07442
E01001400,51.63718,-0.07707
E01001401,51.64,-0.06553
E01001402,51.63396,-0.08783
E01001403,51.632,-0.07931
E01001404,51.62538,-0.08423
E01001405,51.64466,-0.075
E01001406,51.64235,-0.06638
E01001407,51.66918,-0.06526
E01001408,51.66493,-0.08555
E01001409,51.66134,-0.0613
E01001410,51.66486,-0.06138
E01001411,51.66456,-0.08107
E01001412,51.67847,-0.10031
E01001413,51.66915,-0.08532
E01001414,51.66735,-0.09463
E01001415,51.65314,-0.14847
E01001416,51.64551,-0.12258
E01001417,51.66932,-0.15996
E01001418,51.64911,-0.14048
E01001419,51.64831,-0.13122
E01001420,51.64227,-0.1392
E01001421,51.63882,-0.13637
E01001422,51.6654,-0.17449
E01001423,51.62474,-0.06804
E01001424,51.6231,-0.06359
E01001425,51.61749,-0.0671
E01001426,51.62,-0.05425
E01001427,51.61678,-0.0416
E01001428,51.62191,-0.06776
E01001429,51.62452,-0.0573
E01001430,51.61926,-0.06111
E01001431,51.61704,-0.0529
E01001432,51.61554,-0.06087
E01001433,51.66447,-0.0314
E01001434,51.66211,-0.03605
E01001435,51.66247,-0.0403
E01001436,51.658,-0.04037
E01001437,51.65706,-0.02742
E01001438,51.65701,-0.03388
E01001439,51.65872,-0.04585
E01001440,51.65313,-0.04654
E01001441,51.66652,-0.03729
E01001442,51.6702,-0.03865
E01001444,51.67872,-0.03112
E01001445,51.67485,-0.01924
E01001446,51.67442,-0.03554
E01001447,51.67288,-0.03039
E01001448,51.67024,-0.03354
E01001449,51.66862,-0.02648
E01001450,51.64999,-0.08041
E01001451,51.64845,-0.08646
E01001452,51.64226,-0.08976
E01001453,51.64608,-0.10266
E01001454,51.64281,-0.09865
E01001455,51.63929,-0.08326
E01001456,51.63804,-0.09465
E01001457,51.65129,-0.0951
E01001458,51.61627,-0.07971
E01001459,51.63175,-0.06899
E01001460,51.62784,-0.06404
E01001461,51.62842,-0.07406
E01001462,51.62836,-0.06821
E01001463,51.62678,-0.07835
E01001464,51.6226,-0.07478
E01001465,51.61878,-0.08289
E01001466,51.6191,-0.074
E01001467,51.61845,-0.07802
E01001468,51.66728,-0.10469
E01001469,51.66201,-0.09539
E01001470,51.65834,-0.11541
E01001471,51.65971,-0.10292
E01001472,51.65635,-0.09405
E01001473,51.64862,-0.10721
E01001474,51.6547,-0.10077
E01001475,51.64871,-0.12165
E01001476,51.63883,-0.04825
E01001477,51.63579,-0.03189
E01001478,51.63724,-0.06056
E01001479,51.6341,-0.05526
E01001480,51.63531,-0.06605
E01001481,51.63415,-0.0433
E01001482,51.63361,-0.04919
E01001483,51.63093,-0.03135
E01001484,51.64073,-0.05595
E01001485,51.62791,-0.05616
E01001486,51.62331,-0.04911
E01001487,51.63121,-0.05268
E01001488,51.63024,-0.06206
E01001489,51.62976,-0.04866
E01001491,51.62888,-0.05882
E01001492,51.62644,-0.04939
E01001493,51.62414,-0.09702
E01001494,51.62155,-0.09128
E01001495,51.62148,-0.1029
E01001496,51.61942,-0.09703
E01001497,51.62046,-0.08695
E01001498,51.61885,-0.10552
E01001499,51.61751,-0.09018
E01001500,51.61533,-0.10291
E01001501,51.61557,-0.11109
E01001502,51.64122,-0.04313
E01001503,51.64231,-0.05128
E01001504,51.64987,-0.04046
E01001505,51.64981,-0.04665
E01001507,51.64598,-0.04529
E01001508,51.64585,-0.05015
E01001509,51.64555,-0.03922
E01001511,51.64729,-0.05728
E01001512,51.65013,-0.07464
E01001513,51.65309,-0.05899
E01001514,51.64511,-0.06823
E01001515,51.64459,-0.0639
E01001516,51.66172,-0.05661
E01001517,51.66083,-0.04968
E01001518,51.65589,-0.0666
E01001520,51.63408,-0.12081
E01001521,51.62791,-0.12956
E01001522,51.64588,-0.11405
E01001523,51.64077,-0.12163
E01001524,51.63908,-0.12708
E01001525,51.63774,-0.13187
E01001526,51.63791,-0.11834
E01001527,51.61858,-0.11775
E01001528,51.61302,-0.13792
E01001529,51.61579,-0.14005
E01001530,51.61379,-0.13017
E01001531,51.6276,-0.11778
E01001532,51.62366,-0.12123
E01001533,51.6211,-0.12789
E01001534,51.6193,-0.13471
E01001535,51.61699,-0.12508
E01001536,51.65559,-0.08425
E01001537,51.66548,-0.06929
E01001538,51.66137,-0.06936
E01001539,51.66233,-0.07417
E01001540,51.66121,-0.09039
E01001541,51.66029,-0.08323
E01001542,51.6595,-0.07776
E01001543,51.65871,-0.07176
E01001544,51.65492,-0.07723
E01001545,51.67632,-0.04739
E01001546,51.67655,-0.03979
E01001547,51.67108,-0.04266
E01001548,51.67083,-0.04918
E01001549,51.66822,-0.05283
E01001550,51.66458,-0.04892
E01001551,51.68114,-0.04658
E01001552,51.67971,-0.038
E01001553,51.61047,-0.08715
E01001554,51.61091,-0.06779
E01001555,51.61069,-0.06367
E01001556,51.6123,-0.09144
E01001557,51.61049,-0.05842
E01001558,51.61321,-0.06433
E01001559,51.60986,-0.04447
E01001560,51.61415,-0.08619
E01001562,51.61378,-0.07968
E01001563,51.62609,-0.10315
E01001564,51.6294,-0.10013
E01001565,51.62459,-0.1096
E01001566,51.62137,-0.11164
E01001567,51.6375,-0.10473
E01001568,51.63184,-0.11128
E01001569,51.63292,-0.09689
E01001570,51.62857,-0.09366
E01001571,51.48796,0.111339
E01001572,51.48772,0.117723
E01001573,51.4868,0.107799
E01001574,51.4824,0.113948
E01001575,51.49778,0.117613
E01001576,51.49577,0.109063
E01001577,51.4937,0.116401
E01001578,51.49139,0.117836
E01001579,51.49132,0.106495
E01001580,51.47629,0.014385
E01001581,51.47976,0.020831
E01001582,51.46921,0.024483
E01001583,51.47244,0.019514
E01001584,51.46705,0.015475
E01001585,51.48228,0.01341
E01001586,51.48029,0.014503
E01001587,51.48052,0.006953
E01001588,51.48457,0.044665
E01001589,51.48643,0.039203
E01001590,51.48467,0.030814
E01001591,51.48344,0.03472
E01001592,51.48217,0.025229
E01001593,51.47907,0.025783
E01001594,51.48039,0.03045
E01001595,51.47882,0.033261
E01001596,51.4282,0.065395
E01001597,51.43841,0.045582
E01001598,51.43645,0.05548
E01001599,51.4339,0.062876
E01001600,51.43583,0.067653
E01001601,51.43144,0.071814
E01001602,51.43122,0.054339
E01001603,51.427,0.059069
E01001604,51.45672,0.055383
E01001605,51.46075,0.071673
E01001606,51.45899,0.061243
E01001607,51.45991,0.05495
E01001608,51.45449,0.063775
E01001609,51.45338,0.055737
E01001610,51.46554,0.057118
E01001611,51.46412,0.050533
E01001613,51.44983,0.067163
E01001614,51.45389,0.079034
E01001615,51.44399,0.052998
E01001617,51.44337,0.06454
E01001618,51.44269,0.081562
E01001619,51.43954,0.07395
E01001620,51.45506,0.040756
E01001621,51.45567,0.047246
E01001623,51.46238,0.033941
E01001624,51.4623,0.046377
E01001625,51.45984,0.042063
E01001629,51.48993,0.07641
E01001631,51.48995,0.082533
E01001632,51.48639,0.083797
E01001633,51.48438,0.075351
E01001634,51.48645,0.07752
E01001635,51.48288,0.088952
E01001636,51.48338,0.085705
E01001637,51.48212,0.078288
E01001638,51.46968,-0.0162
E01001641,51.48047,-0.00866
E01001642,51.47697,-7e-05
E01001644,51.47298,-0.01668
E01001645,51.47034,0.03719
E01001646,51.47198,0.046032
E01001647,51.46997,0.030089
E01001648,51.46736,0.047107
E01001649,51.46625,0.040161
E01001650,51.47711,0.038715
E01001651,51.47491,0.04108
E01001652,51.47491,0.029228
E01001653,51.44545,0.035046
E01001654,51.44436,0.025917
E01001655,51.44478,0.042773
E01001656,51.46251,0.017823
E01001657,51.4594,0.014433
E01001658,51.45576,0.021268
E01001659,51.45122,0.022982
E01001660,51.44851,0.028749
E01001661,51.44976,0.03708
E01001664,51.48333,0.002856
E01001665,51.4859,0.01331
E01001666,51.48994,0.028383
E01001669,51.47921,0.099355
E01001671,51.47943,0.093014
E01001672,51.49139,0.097552
E01001673,51.4888,0.087206
E01001674,51.48849,0.100905
E01001675,51.48689,0.090734
E01001676,51.48537,0.101799
E01001677,51.48458,0.095871
E01001678,51.47414,0.091936
E01001679,51.47405,0.063089
E01001680,51.47243,0.073282
E01001681,51.47862,0.072642
E01001682,51.4686,0.061633
E01001683,51.47908,0.083493
E01001684,51.46642,0.079561
E01001685,51.47681,0.091814
E01001686,51.47686,0.066081
E01001687,51.49436,0.08854
E01001688,51.50854,0.112737
E01001690,51.50624,0.117747
E01001692,51.50536,0.113729
E01001693,51.50296,0.117753
E01001694,51.50059,0.112672
E01001695,51.48766,0.071467
E01001696,51.48804,0.066443
E01001697,51.48353,0.066872
E01001698,51.48016,0.066288
E01001699,51.48433,0.057215
E01001700,51.48332,0.071097
E01001701,51.47592,0.05616
E01001702,51.47942,0.062265
E01001703,51.47959,0.069949
E01001704,51.48001,0.075931
E01001705,51.48923,0.056888
E01001708,51.48599,0.047005
E01001710,51.48814,0.053238
E01001712,51.49243,0.056471
E01001714,51.56817,-0.09318
E01001715,51.56717,-0.09631
E01001716,51.5666,-0.10003
E01001717,51.56505,-0.09484
E01001718,51.56357,-0.10073
E01001719,51.56248,-0.09394
E01001720,51.56181,-0.09587
E01001722,51.56364,-0.06196
E01001723,51.5645,-0.06793
E01001724,51.56508,-0.07102
E01001725,51.56898,-0.06873
E01001726,51.56887,-0.07126
E01001727,51.56731,-0.06474
E01001728,51.56554,-0.0625
E01001729,51.5489,-0.04504
E01001730,51.54679,-0.04544
E01001731,51.54545,-0.05136
E01001732,51.5446,-0.04881
E01001733,51.55192,-0.04317
E01001734,51.55056,-0.05371
E01001735,51.54932,-0.04989
E01001736,51.55604,-0.0809
E01001737,51.55743,-0.08703
E01001738,51.55522,-0.08826
E01001739,51.55435,-0.08527
E01001740,51.55332,-0.08202
E01001741,51.56006,-0.07967
E01001742,51.55876,-0.08269
E01001744,51.54461,-0.06965
E01001745,51.55339,-0.06963
E01001746,51.5529,-0.06598
E01001747,51.55108,-0.07585
E01001749,51.54558,-0.06639
E01001750,51.54066,-0.07931
E01001751,51.54291,-0.08257
E01001753,51.53857,-0.08303
E01001755,51.53408,-0.07997
E01001756,51.54453,-0.07982
E01001757,51.55178,-0.05763
E01001758,51.55085,-0.05962
E01001759,51.55026,-0.06469
E01001760,51.54854,-0.05562
E01001761,51.54817,-0.06416
E01001762,51.54589,-0.0579
E01001763,51.54475,-0.06223
E01001764,51.55866,-0.06559
E01001765,51.55685,-0.06248
E01001767,51.56074,-0.05917
E01001768,51.56133,-0.06301
E01001769,51.56043,-0.0684
E01001770,51.55797,-0.05917
E01001772,51.53764,-0.07292
E01001773,51.53607,-0.0744
E01001774,51.53284,-0.07015
E01001775,51.53402,-0.06563
E01001776,51.53353,-0.07469
E01001777,51.53107,-0.07624
E01001780,51.52763,-0.08405
E01001781,51.53356,-0.08595
E01001783,51.53177,-0.08895
E01001784,51.5312,-0.08188
E01001785,51.55103,-0.03822
E01001786,51.55555,-0.02737
E01001787,51.55878,-0.04235
E01001788,51.55529,-0.03805
E01001789,51.55484,-0.04318
E01001790,51.55322,-0.03367
E01001791,51.5528,-0.03828
E01001792,51.55999,-0.05317
E01001793,51.55783,-0.04858
E01001794,51.55624,-0.05273
E01001795,51.55397,-0.0506
E01001796,51.55406,-0.04646
E01001798,51.56195,-0.0551
E01001799,51.56981,-0.07785
E01001800,51.56795,-0.0748
E01001801,51.56606,-0.08192
E01001802,51.56789,-0.08057
E01001803,51.56423,-0.08808
E01001804,51.56745,-0.08658
E01001805,51.56465,-0.07476
E01001806,51.56167,-0.08672
E01001807,51.57361,-0.08059
E01001808,51.57221,-0.07241
E01001809,51.57343,-0.07534
E01001811,51.574,-0.08431
E01001812,51.57134,-0.08298
E01001813,51.57226,-0.09436
E01001814,51.5743,-0.06989
E01001815,51.5392,-0.06424
E01001816,51.54171,-0.06435
E01001819,51.54094,-0.06901
E01001820,51.53762,-0.06773
E01001821,51.53699,-0.06439
E01001822,51.56505,-0.0573
E01001823,51.57477,-0.06155
E01001824,51.57061,-0.06216
E01001825,51.57462,-0.06565
E01001826,51.57101,-0.06692
E01001827,51.56889,-0.05776
E01001828,51.56702,-0.0545
E01001829,51.56048,-0.07635
E01001830,51.55766,-0.07623
E01001831,51.56126,-0.07343
E01001832,51.55856,-0.07161
E01001833,51.55544,-0.07137
E01001834,51.55471,-0.0744
E01001835,51.55351,-0.07714
E01001836,51.53749,-0.04526
E01001837,51.53615,-0.05459
E01001838,51.54248,-0.05134
E01001839,51.54076,-0.05402
E01001840,51.54038,-0.04804
E01001841,51.53932,-0.04457
E01001842,51.5378,-0.05359
E01001843,51.53853,-0.04832
E01001844,51.54301,-0.04478
E01001845,51.54283,-0.03882
E01001846,51.54836,-0.02468
E01001847,51.54837,-0.03561
E01001848,51.54617,-0.03917
E01001849,51.54557,-0.0215
E01001850,51.54614,-0.04163
E01001851,51.49912,-0.21861
E01001852,51.50224,-0.21753
E01001853,51.50052,-0.22454
E01001854,51.50177,-0.22002
E01001855,51.49948,-0.21388
E01001856,51.49871,-0.22339
E01001857,51.50293,-0.22207
E01001858,51.50229,-0.23711
E01001859,51.50166,-0.25201
E01001860,51.50592,-0.23962
E01001861,51.5053,-0.24465
E01001862,51.50363,-0.23424
E01001863,51.50219,-0.23808
E01001864,51.50347,-0.2413
E01001865,51.50287,-0.24627
E01001866,51.49555,-0.21058
E01001867,51.49237,-0.2173
E01001868,51.4934,-0.20778
E01001869,51.49596,-0.22099
E01001870,51.49286,-0.20398
E01001871,51.49355,-0.21352
E01001872,51.4919,-0.21033
