LSOA21CD,Latitude,Longitude
E01001873,51.49745,-0.21429
E01001875,51.51591,-0.2457
E01001876,51.51911,-0.24102
E01001877,51.52702,-0.23881
E01001878,51.51781,-0.24748
E01001879,51.48243,-0.20733
E01001880,51.48159,-0.19459
E01001881,51.48235,-0.19961
E01001882,51.48088,-0.2048
E01001883,51.48556,-0.19652
E01001884,51.48439,-0.20056
E01001885,51.4836,-0.20453
E01001886,51.48399,-0.21125
E01001887,51.48351,-0.21828
E01001888,51.48321,-0.22205
E01001889,51.48873,-0.21779
E01001890,51.48659,-0.2186
E01001891,51.48682,-0.2224
E01001892,51.48669,-0.21408
E01001893,51.48994,-0.22679
E01001894,51.49177,-0.23259
E01001895,51.50057,-0.23113
E01001896,51.50105,-0.22808
E01001897,51.49715,-0.22973
E01001898,51.49469,-0.22437
E01001899,51.49394,-0.23151
E01001900,51.48963,-0.22225
E01001901,51.47893,-0.20633
E01001902,51.47962,-0.20969
E01001903,51.48145,-0.21353
E01001904,51.47928,-0.21466
E01001905,51.47664,-0.2133
E01001906,51.4753,-0.21085
E01001907,51.47393,-0.2102
E01001908,51.48846,-0.20722
E01001909,51.48675,-0.20625
E01001910,51.48908,-0.21141
E01001911,51.49053,-0.20239
E01001912,51.48748,-0.20206
E01001913,51.48513,-0.20869
E01001914,51.49006,-0.20777
E01001915,51.47241,-0.21534
E01001916,51.46799,-0.20454
E01001917,51.48101,-0.22097
E01001918,51.47829,-0.21828
E01001919,51.47587,-0.2198
E01001920,51.48076,-0.19124
E01001921,51.4787,-0.19105
E01001922,51.47628,-0.19648
E01001923,51.47654,-0.19002
E01001924,51.47439,-0.19392
E01001925,51.4721,-0.19302
E01001926,51.471,-0.20324
E01001927,51.49968,-0.24697
E01001928,51.49716,-0.236
E01001929,51.49671,-0.23306
E01001930,51.4989,-0.24197
E01001931,51.49507,-0.24236
E01001932,51.493,-0.23708
E01001933,51.49193,-0.24235
E01001934,51.46677,-0.19631
E01001935,51.47136,-0.18792
E01001937,51.46934,-0.19242
E01001938,51.46696,-0.18987
E01001940,51.5028,-0.23022
E01001941,51.5043,-0.22708
E01001942,51.50524,-0.23188
E01001943,51.50719,-0.22235
E01001944,51.50844,-0.21719
E01001945,51.50824,-0.23144
E01001946,51.50977,-0.22823
E01001947,51.47821,-0.2022
E01001948,51.4752,-0.20345
E01001949,51.47622,-0.20737
E01001950,51.47771,-0.20309
E01001951,51.47306,-0.20234
E01001952,51.47159,-0.20863
E01001953,51.47955,-0.19938
E01001954,51.50818,-0.23942
E01001955,51.51214,-0.23747
E01001956,51.50915,-0.24261
E01001957,51.51234,-0.22971
E01001958,51.51354,-0.23352
E01001959,51.51235,-0.24407
E01001960,51.50814,-0.2363
E01001961,51.51146,-0.23246
E01001962,51.60486,-0.1387
E01001963,51.601,-0.13884
E01001964,51.59644,-0.1244
E01001965,51.60047,-0.12838
E01001966,51.5929,-0.13142
E01001967,51.59499,-0.13734
E01001968,51.59572,-0.14277
E01001969,51.60471,-0.11651
E01001970,51.60392,-0.12328
E01001971,51.60257,-0.11592
E01001972,51.60015,-0.11993
E01001973,51.60718,-0.12921
E01001974,51.60676,-0.12129
E01001975,51.60729,-0.11402
E01001976,51.59562,-0.07539
E01001977,51.5961,-0.07755
E01001978,51.59733,-0.07272
E01001979,51.59281,-0.0725
E01001980,51.59036,-0.08048
E01001981,51.59084,-0.07384
E01001982,51.59058,-0.0781
E01001983,51.59031,-0.08339
E01001984,51.57528,-0.1285
E01001985,51.57853,-0.12899
E01001986,51.57767,-0.1176
E01001987,51.57783,-0.14067
E01001988,51.57729,-0.12196
E01001989,51.58046,-0.13326
E01001990,51.58041,-0.12219
E01001991,51.59181,-0.14628
E01001992,51.59223,-0.15683
E01001993,51.58857,-0.15331
E01001994,51.58357,-0.15959
E01001995,51.60045,-0.15537
E01001996,51.59543,-0.15135
E01001997,51.59359,-0.14581
E01001998,51.58691,-0.10629
E01001999,51.58293,-0.10196
E01002000,51.58101,-0.10552
E01002001,51.57806,-0.10198
E01002002,51.5717,-0.1011
E01002003,51.5873,-0.10032
E01002004,51.58526,-0.10367
E01002005,51.57318,-0.13959
E01002006,51.57282,-0.13585
E01002007,51.57512,-0.1455
E01002008,51.57481,-0.15965
E01002009,51.57193,-0.14124
E01002010,51.57753,-0.15615
E01002011,51.58076,-0.14825
E01002013,51.58816,-0.12439
E01002014,51.58612,-0.11482
E01002015,51.58547,-0.12165
E01002016,51.5835,-0.11376
E01002017,51.58282,-0.12041
E01002018,51.5909,-0.12313
E01002019,51.5856,-0.13432
E01002020,51.58959,-0.13741
E01002021,51.58806,-0.12955
E01002022,51.58771,-0.14699
E01002023,51.58782,-0.14284
E01002024,51.58397,-0.12702
E01002025,51.5827,-0.14021
E01002026,51.59375,-0.10577
E01002027,51.59399,-0.10042
E01002028,51.59627,-0.09645
E01002029,51.59571,-0.11246
E01002030,51.59216,-0.1118
E01002031,51.59128,-0.10554
E01002032,51.5979,-0.10001
E01002033,51.59647,-0.10406
E01002034,51.60551,-0.06753
E01002036,51.60591,-0.06298
E01002037,51.60281,-0.04918
E01002038,51.60124,-0.06728
E01002039,51.60342,-0.05741
E01002040,51.60068,-0.05942
E01002041,51.60145,-0.07196
E01002042,51.58007,-0.09195
E01002043,51.58384,-0.09162
E01002044,51.58062,-0.09707
E01002045,51.58225,-0.08669
E01002046,51.58056,-0.08103
E01002047,51.57878,-0.09584
E01002048,51.58486,-0.09586
E01002049,51.58444,-0.08713
E01002050,51.57897,-0.06795
E01002051,51.57892,-0.07276
E01002052,51.57949,-0.06434
E01002053,51.57755,-0.07814
E01002054,51.57805,-0.0826
E01002055,51.57679,-0.07122
E01002056,51.57621,-0.08404
E01002057,51.57687,-0.09141
E01002058,51.57566,-0.09547
E01002059,51.58061,-0.11062
E01002060,51.57779,-0.11354
E01002061,51.57563,-0.10803
E01002062,51.57353,-0.11458
E01002063,51.57393,-0.10886
E01002064,51.57036,-0.11132
E01002065,51.56919,-0.10845
E01002066,51.58725,-0.07158
E01002067,51.58755,-0.08383
E01002068,51.58463,-0.0624
E01002069,51.58673,-0.07529
E01002070,51.58652,-0.08026
E01002071,51.58473,-0.06882
E01002072,51.58204,-0.07139
E01002073,51.58171,-0.07759
E01002074,51.59906,-0.06529
E01002075,51.59826,-0.05522
E01002076,51.59667,-0.06015
E01002077,51.59566,-0.06733
E01002078,51.58702,-0.05621
E01002079,51.59544,-0.06334
E01002081,51.59079,-0.06712
E01002082,51.59625,-0.08313
E01002083,51.59269,-0.0959
E01002084,51.58997,-0.09229
E01002085,51.59,-0.10021
E01002086,51.59081,-0.08607
E01002087,51.58782,-0.09492
E01002088,51.59544,-0.09113
E01002089,51.59455,-0.0816
E01002090,51.60701,-0.09448
E01002091,51.60585,-0.08365
E01002092,51.60582,-0.07744
E01002093,51.60496,-0.09023
E01002094,51.60258,-0.08223
E01002095,51.60093,-0.07503
E01002096,51.60219,-0.0884
E01002097,51.59955,-0.08937
E01002098,51.59866,-0.11433
E01002099,51.60089,-0.10579
E01002100,51.59966,-0.0951
E01002101,51.60664,-0.10633
E01002102,51.6048,-0.10564
E01002103,51.60123,-0.10094
E01002104,51.60327,-0.09814
E01002105,51.59939,-0.10884
E01002106,51.60266,-0.3227
E01002107,51.60174,-0.302
E01002108,51.60178,-0.31144
E01002109,51.60924,-0.30732
E01002110,51.60419,-0.30474
E01002111,51.6026,-0.31508
E01002112,51.6229,-0.30021
E01002113,51.61343,-0.29313
E01002114,51.63278,-0.31634
E01002115,51.61494,-0.3013
E01002116,51.61242,-0.28656
E01002118,51.60956,-0.28269
E01002119,51.60751,-0.27842
E01002120,51.6061,-0.28748
E01002121,51.60379,-0.28472
E01002122,51.60318,-0.27721
E01002123,51.60178,-0.27183
E01002124,51.60009,-0.28189
E01002125,51.59856,-0.27419
E01002127,51.58181,-0.32176
E01002128,51.58349,-0.33985
E01002129,51.57857,-0.33847
E01002130,51.58675,-0.33167
E01002131,51.58545,-0.32455
E01002132,51.56869,-0.34381
E01002133,51.56471,-0.34847
E01002134,51.56691,-0.33513
E01002135,51.55987,-0.33687
E01002136,51.57217,-0.35212
E01002137,51.57399,-0.33468
E01002138,51.571,-0.35564
E01002139,51.60633,-0.35143
E01002140,51.60657,-0.34527
E01002141,51.60644,-0.33193
E01002142,51.60852,-0.33999
E01002143,51.6028,-0.34835
E01002144,51.61907,-0.35358
E01002145,51.61124,-0.33401
E01002146,51.61371,-0.37809
E01002147,51.61538,-0.36639
E01002148,51.60987,-0.36088
E01002149,51.60796,-0.38176
E01002150,51.60797,-0.36818
E01002151,51.6044,-0.35666
E01002152,51.60447,-0.37993
E01002153,51.58172,-0.36862
E01002155,51.59417,-0.36684
E01002156,51.5928,-0.35989
E01002157,51.58644,-0.36424
E01002158,51.58712,-0.37042
E01002159,51.58515,-0.35145
E01002160,51.58221,-0.34822
E01002161,51.58661,-0.35905
E01002162,51.59368,-0.34877
E01002163,51.58978,-0.3529
E01002164,51.58636,-0.34761
E01002165,51.58754,-0.28619
E01002166,51.58702,-0.29189
E01002167,51.59075,-0.29701
E01002168,51.59312,-0.29799
E01002169,51.59116,-0.28845
E01002170,51.59197,-0.30659
E01002171,51.58882,-0.29585
E01002172,51.5907,-0.32492
E01002173,51.5898,-0.31529
E01002174,51.58873,-0.31122
E01002175,51.58884,-0.30466
E01002176,51.5868,-0.31806
E01002177,51.59855,-0.31699
E01002178,51.59546,-0.31856
E01002179,51.59275,-0.3387
E01002181,51.59267,-0.34378
E01002182,51.58758,-0.33602
E01002183,51.59746,-0.32761
E01002184,51.5951,-0.32608
E01002185,51.60088,-0.39846
E01002186,51.59901,-0.39408
E01002187,51.60071,-0.38759
E01002188,51.59961,-0.38001
E01002189,51.59338,-0.37737
E01002190,51.60957,-0.39493
E01002191,51.57651,-0.38413
E01002192,51.59346,-0.38928
E01002193,51.5891,-0.37922
E01002194,51.58836,-0.38806
E01002195,51.58396,-0.37762
E01002196,51.58208,-0.38613
E01002197,51.59793,-0.30745
E01002198,51.59741,-0.28236
E01002199,51.59528,-0.30703
E01002200,51.59913,-0.28867
E01002201,51.59799,-0.3014
E01002202,51.59609,-0.29253
E01002203,51.60061,-0.29569
E01002204,51.5713,-0.37308
E01002206,51.57206,-0.36826
E01002207,51.56613,-0.37998
E01002208,51.58039,-0.37607
E01002209,51.57805,-0.37262
E01002210,51.57304,-0.37703
E01002211,51.56744,-0.36352
E01002212,51.56481,-0.36712
E01002214,51.56207,-0.37863
E01002215,51.56344,-0.37363
E01002216,51.56669,-0.37346
E01002217,51.56998,-0.36226
E01002218,51.56319,-0.3606
E01002219,51.562,-0.35279
E01002220,51.56067,-0.36894
E01002221,51.55874,-0.35656
E01002222,51.55738,-0.36689
E01002223,51.55883,-0.37436
E01002224,51.55528,-0.37343
E01002225,51.62501,-0.32981
E01002226,51.61815,-0.31375
E01002227,51.61524,-0.33024
E01002228,51.61426,-0.32262
E01002229,51.60786,-0.31582
E01002230,51.61183,-0.32326
E01002231,51.60124,-0.32786
E01002232,51.60185,-0.34204
E01002233,51.59931,-0.33628
E01002234,51.59884,-0.34511
E01002235,51.60026,-0.33258
E01002236,51.59734,-0.3398
E01002237,51.57844,-0.34585
E01002238,51.57882,-0.35413
E01002239,51.57733,-0.36283
E01002240,51.57639,-0.34739
E01002241,51.57249,-0.36071
E01002242,51.58168,-0.36253
E01002243,51.58216,0.174103
E01002244,51.57901,0.165004
E01002245,51.58363,0.170392
E01002246,51.57592,0.16112
E01002247,51.57437,0.170095
E01002248,51.56779,0.168526
E01002250,51.5707,0.155056
E01002251,51.56449,0.163521
E01002252,51.56788,0.280595
E01002253,51.57165,0.256452
E01002254,51.56469,0.263063
E01002255,51.56382,0.240914
E01002256,51.56392,0.272461
E01002257,51.56274,0.251235
E01002258,51.56849,0.269139
E01002259,51.5806,0.270623
E01002260,51.5433,0.185967
E01002261,51.55078,0.195903
E01002262,51.54646,0.194743
E01002263,51.53615,0.206375
E01002264,51.54384,0.198699
E01002265,51.54058,0.211233
E01002266,51.54092,0.190757
E01002267,51.53969,0.196177
E01002268,51.58314,0.237836
E01002269,51.57811,0.242092
E01002270,51.57514,0.224108
E01002271,51.57475,0.231593
E01002272,51.57426,0.20653
E01002273,51.56897,0.240041
E01002274,51.57202,0.214373
E01002275,51.5664,0.23042
E01002276,51.62094,0.229092
E01002277,51.60997,0.250811
E01002278,51.61062,0.226953
E01002279,51.60995,0.235095
E01002280,51.60892,0.215807
E01002281,51.60687,0.231564
E01002282,51.606,0.22082
E01002283,51.60215,0.239145
E01002284,51.60352,0.224165
E01002285,51.54922,0.218358
E01002286,51.54936,0.208557
E01002287,51.54822,0.203655
E01002288,51.54546,0.213416
E01002289,51.55573,0.231658
E01002290,51.55262,0.223082
E01002291,51.55353,0.215582
E01002292,51.55224,0.233998
E01002294,51.58994,0.24214
E01002295,51.58949,0.226843
E01002296,51.58977,0.256339
E01002297,51.60075,0.22504
E01002298,51.59775,0.240243
E01002299,51.60174,0.229912
E01002300,51.59657,0.23077
E01002301,51.60339,0.167969
E01002302,51.6027,0.162103
E01002303,51.60063,0.17578
E01002304,51.61354,0.189441
E01002305,51.61503,0.156015
E01002306,51.60632,0.171474
E01002307,51.60811,0.166187
E01002308,51.60406,0.153488
E01002309,51.5984,0.207497
E01002310,51.59577,0.216957
E01002311,51.5964,0.202968
E01002312,51.61646,0.213517
E01002313,51.60845,0.206137
E01002314,51.60402,0.213619
E01002315,51.60133,0.208607
E01002316,51.59961,0.216075
E01002317,51.57048,0.203042
E01002318,51.56721,0.209536
E01002319,51.56532,0.191005
E01002320,51.56709,0.198694
E01002321,51.56437,0.203714
E01002322,51.55659,0.189879
E01002323,51.56245,0.185687
E01002324,51.55933,0.201191
E01002325,51.59195,0.155643
E01002326,51.59658,0.159646
E01002327,51.59452,0.164529
E01002328,51.5898,0.166066
E01002329,51.58712,0.162575
E01002330,51.58212,0.156636
E01002331,51.59904,0.151546
E01002332,51.59809,0.169739
E01002333,51.59756,0.179821
E01002334,51.59645,0.187131
E01002335,51.59254,0.170008
E01002336,51.59338,0.177253
E01002337,51.58947,0.197623
E01002338,51.5892,0.173371
E01002339,51.5873,0.18405
E01002340,51.58592,0.176939
E01002341,51.59982,0.183741
E01002342,51.51918,0.201649
E01002343,51.52367,0.206449
E01002344,51.50528,0.202852
E01002345,51.51822,0.19477
E01002346,51.51673,0.198648
E01002347,51.51228,0.204401
E01002348,51.52477,0.229785
E01002349,51.52881,0.212004
E01002350,51.57106,0.185032
E01002351,51.56969,0.194159
E01002352,51.57411,0.19668
E01002353,51.5825,0.184007
E01002354,51.58341,0.195959
E01002355,51.58039,0.197705
E01002356,51.575,0.180559
E01002358,51.57399,0.188982
E01002359,51.56455,0.224774
E01002360,51.55877,0.226368
E01002361,51.56218,0.216189
E01002362,51.5606,0.233152
E01002363,51.55764,0.209419
E01002364,51.55768,0.215697
E01002365,51.55323,0.200579
E01002366,51.55328,0.207636
E01002367,51.56652,0.217439
E01002368,51.52737,0.171638
E01002369,51.52799,0.177593
E01002370,51.51685,0.171786
E01002371,51.52741,0.184068
E01002372,51.53637,0.196335
E01002373,51.53398,0.187626
E01002374,51.531,0.199104
E01002375,51.53389,0.182273
E01002376,51.58611,0.206411
E01002377,51.58463,0.219994
E01002378,51.58378,0.225929
E01002379,51.5816,0.206914
E01002380,51.58269,0.214357
E01002381,51.57843,0.213573
E01002382,51.57783,0.1994
E01002383,51.59007,0.21385
E01002384,51.55747,0.25891
E01002385,51.53523,0.260563
E01002386,51.55569,0.24376
E01002387,51.55173,0.267281
E01002388,51.54768,0.249165
E01002389,51.54498,0.239412
E01002390,51.55032,0.242313
E01002391,51.55025,0.302418
E01002392,51.5313,-0.41059
E01002393,51.52949,-0.40179
E01002394,51.52525,-0.40953
E01002395,51.52398,-0.40282
E01002396,51.52034,-0.40081
E01002397,51.52221,-0.41859
E01002398,51.52238,-0.4136
E01002399,51.52134,-0.40768
E01002400,51.51643,-0.44384
E01002401,51.52203,-0.43066
E01002402,51.5208,-0.4384
E01002403,51.51955,-0.43579
E01002404,51.51622,-0.42955
E01002405,51.51199,-0.44014
E01002408,51.52676,-0.4497
E01002409,51.52509,-0.4439
E01002410,51.53106,-0.45397
E01002411,51.52662,-0.47523
E01002412,51.52614,-0.46282
E01002413,51.52007,-0.47811
E01002414,51.53365,-0.46772
E01002415,51.56462,-0.40012
E01002416,51.56433,-0.39427
E01002417,51.57574,-0.40185
E01002418,51.57362,-0.38943
E01002419,51.57344,-0.39527
E01002420,51.57097,-0.40173
E01002421,51.56786,-0.39307
E01002422,51.53003,-0.42328
E01002423,51.52885,-0.43282
E01002424,51.53072,-0.41648
E01002425,51.53416,-0.42707
E01002426,51.52645,-0.41905
E01002427,51.52658,-0.42567
E01002428,51.53789,-0.424
E01002429,51.53619,-0.43671
E01002430,51.58358,-0.42023
E01002431,51.58032,-0.39296
E01002432,51.57996,-0.40081
E01002433,51.58316,-0.40488
E01002434,51.58793,-0.42797
E01002435,51.57793,-0.41746
E01002436,51.58532,-0.40943
E01002437,51.58602,-0.39657
E01002438,51.61741,-0.48281
E01002439,51.60535,-0.48402
E01002440,51.60728,-0.46768
E01002441,51.58832,-0.46917
E01002442,51.5915,-0.4885
E01002443,51.4848,-0.42552
E01002444,51.47398,-0.46351
E01002445,51.49878,-0.46617
E01002446,51.49143,-0.46598
E01002447,51.48748,-0.44961
E01002448,51.49001,-0.43588
E01002449,51.48359,-0.4401
E01002450,51.54728,-0.4384
E01002451,51.54712,-0.44617
E01002452,51.54981,-0.44372
E01002453,51.542,-0.44461
E01002454,51.54389,-0.42829
E01002455,51.53321,-0.44288
E01002456,51.53713,-0.4489
E01002457,51.53421,-0.4474
E01002458,51.56923,-0.45771
E01002459,51.56921,-0.451
E01002460,51.5622,-0.44665
E01002461,51.56751,-0.47284
E01002462,51.56269,-0.45813
E01002463,51.55809,-0.4499
E01002464,51.55754,-0.44026
E01002465,51.5648,-0.41612
E01002466,51.56495,-0.40461
E01002467,51.56774,-0.42474
E01002468,51.56731,-0.40778
E01002469,51.56808,-0.41258
E01002470,51.57228,-0.41586
E01002471,51.57324,-0.4088
E01002472,51.60903,-0.43052
E01002473,51.60223,-0.44008
E01002474,51.6008,-0.42087
E01002475,51.61398,-0.44322
E01002476,51.61568,-0.4302
E01002477,51.61369,-0.41706
E01002478,51.60978,-0.42001
E01002479,51.59371,-0.41871
E01002480,51.59328,-0.40053
E01002481,51.59264,-0.40695
E01002482,51.60991,-0.40899
E01002483,51.60207,-0.4051
E01002484,51.60681,-0.41281
E01002485,51.59974,-0.41222
E01002486,51.50046,-0.44453
E01002487,51.50258,-0.43706
E01002488,51.49999,-0.43395
E01002489,51.49996,-0.42345
E01002490,51.49689,-0.43103
E01002491,51.49582,-0.41914
E01002492,51.49535,-0.41433
E01002493,51.49543,-0.4242
E01002494,51.55745,-0.42609
E01002495,51.55974,-0.40774
E01002496,51.55817,-0.38297
E01002497,51.55615,-0.39388
E01002498,51.5595,-0.39224
E01002499,51.54924,-0.40538
E01002501,51.51332,-0.40869
E01002502,51.51553,-0.41592
E01002503,51.51192,-0.4142
E01002505,51.51307,-0.39785
E01002506,51.50536,-0.41584
E01002507,51.50627,-0.40449
E01002508,51.51911,-0.41545
E01002509,51.53861,-0.46167
E01002511,51.53654,-0.45527
E01002512,51.55367,-0.4682
E01002513,51.55099,-0.45479
E01002514,51.55044,-0.48048
E01002516,51.54502,-0.4557
E01002518,51.52826,-0.48015
E01002519,51.52338,-0.48503
E01002520,51.53869,-0.49097
E01002521,51.54579,-0.48505
E01002523,51.54069,-0.48347
E01002525,51.50309,-0.47359
E01002526,51.50361,-0.46106
E01002527,51.50036,-0.48221
E01002528,51.50038,-0.4582
E01002529,51.50729,-0.46971
E01002530,51.49731,-0.47289
E01002531,51.5068,-0.47901
E01002533,51.58227,-0.44556
E01002534,51.57516,-0.4345
E01002535,51.57339,-0.42461
E01002536,51.56989,-0.43044
E01002537,51.56744,-0.44087
E01002538,51.59146,-0.43562
E01002539,51.58012,-0.43461
E01002540,51.52981,-0.39063
E01002541,51.52678,-0.38305
E01002542,51.52768,-0.39634
E01002543,51.52632,-0.3922
E01002544,51.52027,-0.38496
E01002545,51.52306,-0.39149
E01002546,51.51784,-0.39728
E01002547,51.51564,-0.39031
E01002548,51.51303,-0.46025
E01002549,51.5209,-0.45076
E01002550,51.52057,-0.46983
E01002551,51.52097,-0.46068
E01002552,51.51613,-0.46614
E01002553,51.51818,-0.46436
E01002555,51.4605,-0.42867
E01002556,51.45526,-0.4263
E01002557,51.45332,-0.4397
E01002558,51.45324,-0.43367
E01002559,51.44706,-0.44577
E01002560,51.45069,-0.42777
E01002561,51.4465,-0.43098
E01002562,51.49647,-0.2909
E01002563,51.49288,-0.32159
E01002564,51.49368,-0.30413
E01002565,51.4901,-0.30919
E01002567,51.48728,-0.30404
E01002569,51.48972,-0.2537
E01002570,51.49292,-0.25286
E01002571,51.48447,-0.25118
E01002572,51.47573,-0.2602
E01002573,51.49795,-0.25241
E01002574,51.4958,-0.24738
E01002575,51.49125,-0.24805
E01002576,51.48369,-0.2714
E01002577,51.48523,-0.25999
E01002578,51.48083,-0.26409
E01002579,51.47828,-0.27076
E01002580,51.48934,-0.28394
E01002581,51.48763,-0.28026
E01002582,51.48616,-0.27622
E01002583,51.48143,-0.40962
E01002584,51.4796,-0.41351
E01002585,51.47515,-0.40406
E01002586,51.47399,-0.41018
E01002587,51.47389,-0.39747
E01002588,51.47138,-0.39835
E01002589,51.46747,-0.40201
E01002590,51.45147,-0.41852
E01002591,51.45307,-0.39655
E01002592,51.4615,-0.41281
E01002593,51.45068,-0.40804
E01002594,51.45443,-0.40275
E01002595,51.455,-0.41721
E01002596,51.44309,-0.42783
E01002598,51.44067,-0.41771
E01002599,51.4449,-0.41851
E01002600,51.44276,-0.42142
E01002601,51.43545,-0.43512
E01002602,51.4333,-0.42283
E01002603,51.44879,-0.42039
E01002604,51.44092,-0.37286
E01002605,51.43741,-0.38015
E01002606,51.43644,-0.38783
E01002607,51.44242,-0.38501
E01002608,51.433,-0.3916
E01002609,51.43255,-0.38643
E01002610,51.42691,-0.39899
E01002611,51.44816,-0.39444
E01002612,51.44588,-0.40537
E01002613,51.44403,-0.3911
E01002614,51.43466,-0.41159
E01002615,51.43738,-0.39746
E01002616,51.43625,-0.4189
E01002617,51.43414,-0.40418
E01002618,51.48034,-0.37734
E01002619,51.4812,-0.38336
E01002620,51.48621,-0.37716
E01002621,51.47594,-0.37647
E01002622,51.47673,-0.38933
E01002623,51.47651,-0.38225
E01002624,51.47307,-0.38263
E01002625,51.49239,-0.37695
E01002626,51.48916,-0.37181
E01002627,51.48692,-0.3695
E01002628,51.48087,-0.37025
E01002629,51.47418,-0.36834
E01002630,51.47843,-0.3587
E01002631,51.49299,-0.38362
E01002632,51.48635,-0.38656
E01002633,51.4862,-0.4037
E01002634,51.486,-0.39685
E01002635,51.47975,-0.39861
E01002636,51.48221,-0.39005
E01002637,51.49563,-0.4061
E01002638,51.48999,-0.38868
E01002639,51.47505,-0.35519
E01002640,51.47363,-0.36053
E01002641,51.47052,-0.36396
E01002643,51.4728,-0.34695
E01002645,51.46694,-0.35685
E01002646,51.4641,-0.37498
E01002647,51.46214,-0.37948
E01002649,51.46215,-0.36638
E01002650,51.45695,-0.38762
E01002651,51.46143,-0.37188
E01002652,51.45888,-0.37309
E01002653,51.46484,-0.34948
E01002654,51.46141,-0.34696
E01002655,51.46205,-0.35749
E01002656,51.45851,-0.3479
E01002657,51.45947,-0.36183
E01002658,51.47018,-0.34252
E01002659,51.46702,-0.3452
E01002660,51.46943,-0.38523
E01002661,51.4714,-0.38974
E01002662,51.47038,-0.37278
E01002663,51.46838,-0.38055
E01002665,51.46492,-0.3857
E01002666,51.46457,-0.391
E01002667,51.46831,-0.32373
E01002668,51.46802,-0.33124
E01002669,51.46854,-0.33738
E01002670,51.46344,-0.33462
E01002671,51.4615,-0.3281
E01002672,51.45766,-0.33841
E01002673,51.45806,-0.33443
E01002674,51.47899,-0.34877
E01002675,51.4792,-0.33507
E01002676,51.4833,-0.35733
E01002677,51.47366,-0.34205
E01002678,51.49012,-0.34386
E01002679,51.48335,-0.33388
E01002680,51.4807,-0.34289
E01002681,51.47357,-0.32698
E01002682,51.47821,-0.32512
E01002686,51.47851,-0.31194
E01002687,51.49034,-0.27295
E01002689,51.48941,-0.25618
E01002690,51.48951,-0.2633
E01002691,51.49753,-0.27847
E01002692,51.49261,-0.28138
E01002693,51.49219,-0.25967
E01002694,51.5356,-0.1133
E01002695,51.53357,-0.11489
E01002696,51.53646,-0.10845
E01002697,51.53228,-0.11442
E01002698,51.54357,-0.11025
E01002699,51.54091,-0.1082
E01002700,51.53843,-0.11082
E01002701,51.52666,-0.09045
E01002702,51.52789,-0.0953
E01002703,51.52612,-0.09918
E01002704,51.52264,-0.08939
E01002706,51.52433,-0.0938
E01002707,51.52976,-0.10132
E01002708,51.54272,-0.12204
E01002709,51.53813,-0.11897
E01002710,51.53539,-0.11816
E01002711,51.53312,-0.11968
E01002712,51.54373,-0.11607
E01002713,51.546,-0.11657
E01002714,51.54012,-0.1155
E01002715,51.54044,-0.11788
E01002716,51.54519,-0.08752
E01002717,51.54528,-0.09488
E01002718,51.54235,-0.08646
E01002719,51.5443,-0.09738
E01002720,51.54345,-0.09223
E01002721,51.54104,-0.08836
E01002722,51.54116,-0.0912
E01002723,51.52784,-0.10388
E01002724,51.5236,-0.1063
E01002725,51.52619,-0.10546
E01002726,51.5258,-0.11052
E01002727,51.53012,-0.1068
E01002728,51.53023,-0.11468
E01002729,51.52859,-0.11283
E01002730,51.55923,-0.11433
E01002732,51.55883,-0.11034
E01002733,51.56133,-0.12069
E01002734,51.5638,-0.10915
E01002735,51.56649,-0.11001
E01002736,51.5642,-0.11362
E01002737,51.56349,-0.11671
E01002738,51.55091,-0.0975
E01002739,51.55116,-0.10679
E01002740,51.54878,-0.10314
E01002741,51.55868,-0.09332
E01002742,51.56029,-0.09588
E01002743,51.55629,-0.09287
E01002744,51.55484,-0.09528
E01002745,51.55398,-0.1008
E01002747,51.56124,-0.10161
E01002748,51.56123,-0.10614
E01002749,51.55861,-0.10033
E01002751,51.55646,-0.11205
E01002752,51.5554,-0.09999
E01002753,51.5669,-0.12771
E01002754,51.56954,-0.13529
E01002755,51.57301,-0.12431
E01002756,51.57346,-0.12061
E01002757,51.5724,-0.13144
E01002758,51.571,-0.12646
E01002759,51.56933,-0.13182
E01002760,51.56899,-0.12738
E01002762,51.55227,-0.12001
E01002763,51.5556,-0.12031
E01002764,51.55076,-0.12511
E01002765,51.54882,-0.11903
E01002766,51.54729,-0.12511
E01002767,51.55328,-0.11605
E01002768,51.55861,-0.13753
E01002769,51.55994,-0.13209
E01002770,51.56809,-0.13802
E01002771,51.56167,-0.13843
E01002772,51.56566,-0.13106
E01002773,51.56465,-0.13862
E01002774,51.56345,-0.13156
E01002775,51.54826,-0.09282
E01002776,51.54834,-0.08549
E01002777,51.54891,-0.08183
E01002778,51.5472,-0.07951
E01002779,51.55185,-0.08831
E01002780,51.55007,-0.08893
E01002781,51.55037,-0.09292
E01002782,51.55117,-0.08234
E01002783,51.55116,-0.12807
E01002784,51.55384,-0.13117
E01002785,51.56003,-0.12597
E01002786,51.55743,-0.12306
E01002787,51.55403,-0.12538
E01002788,51.55672,-0.12927
E01002789,51.55578,-0.13396
E01002790,51.54264,-0.10463
E01002791,51.54391,-0.1008
E01002792,51.54076,-0.10376
E01002793,51.54005,-0.09928
E01002794,51.53746,-0.10345
E01002795,51.54682,-0.10701
E01002796,51.54622,-0.11051
E01002797,51.53959,-0.09439
E01002798,51.53657,-0.09205
